SalesOrderID,ProductID,QuantitySold,OrderDate,Deposit,TransactionDate,PaymentMethod,TotalAmount,Tax,Discount,WarehouseID,EmployeeID,CustomerID
6006,144,77,2020-07-27 19:04:49,462.18,2020-09-06 19:04:49,Credit Card,7912.64,442.43,349.4,1,89,659
6007,129,44,2013-07-06 08:15:36,78.21,2013-08-18 08:15:36,Bank Transfer,7987.79,784.72,7.54,5,62,676
6008,248,2,2019-10-29 17:40:38,884.88,2019-12-26 17:40:38,Cash,4179.36,165.73,259.38,4,85,605
6009,106,6,2018-08-24 19:58:58,248.1,2018-10-14 19:58:58,Cash,6922.37,363.77,180.06,3,42,343
6010,177,3,2015-10-01 17:59:59,595.85,2015-11-14 17:59:59,Cash,6182.06,142.03,348.79,5,2,561
6011,393,100,2017-08-14 15:51:27,747.34,2017-10-09 15:51:27,Bank Transfer,1047.27,357.22,473.8,5,91,240
6012,464,65,2019-05-19 08:52:04,245.09,2019-06-25 08:52:04,Credit Card,901.93,584.36,163.6,8,16,33
6013,106,6,2019-04-06 14:53:39,34.34,2019-06-03 14:53:39,Credit Card,1242.04,55.09,239.92,5,82,146
6014,19,96,2017-04-08 06:33:44,530,2017-05-18 06:33:44,Credit Card,3235.33,652.89,479.89,2,17,34
6015,273,71,2019-01-20 16:18:08,109.91,2019-03-18 16:18:08,Credit Card,9724.96,471.14,197.75,3,66,367
6016,190,48,2018-06-30 11:51:07,839.36,2018-07-30 11:51:07,Cash,6603.72,507.63,291.09,9,50,141
6017,113,18,2022-05-19 18:36:36,590.74,2022-06-23 18:36:36,Cash,4269.92,494.38,202.41,9,60,999
6018,300,51,2018-08-15 21:33:45,971.51,2018-09-23 21:33:45,Bank Transfer,7632.02,70.89,177.34,5,4,793
6019,181,64,2018-06-20 20:38:23,125.11,2018-08-16 20:38:23,Credit Card,4777,550.72,103.91,2,23,15
6020,264,3,2015-02-12 22:36:30,646.17,2015-04-04 22:36:30,Credit Card,2517.59,636.22,122.68,4,67,701
6021,312,100,2024-04-03 19:12:23,187.81,2024-05-26 19:12:23,Cash,7901.82,666.1,35.73,8,99,626
6022,148,77,2012-11-14 03:08:26,790.35,2013-01-07 03:08:26,Bank Transfer,8661.84,50.79,200.36,5,21,169
6023,485,27,2010-11-12 18:48:07,505.44,2011-01-02 18:48:07,Cash,5180.83,6.77,292.21,3,57,74
6024,210,7,2019-09-18 07:28:28,798.64,2019-11-16 07:28:28,Credit Card,144.32,729.1,255.86,8,36,208
6025,379,76,2019-01-05 11:42:01,113.78,2019-03-04 11:42:01,Credit Card,4708.48,19.11,231.73,3,47,343
6026,130,87,2016-05-10 02:39:11,984.22,2016-07-07 02:39:11,Credit Card,3037.51,71.01,19.62,3,76,930
6027,53,46,2011-04-28 16:01:01,772.18,2011-06-14 16:01:01,Bank Transfer,372.24,588.01,250.49,5,17,614
6028,155,47,2021-07-24 10:32:49,376.68,2021-09-14 10:32:49,Bank Transfer,6544.6,980.73,499.57,9,94,117
6029,352,24,2018-11-20 22:51:20,447.21,2019-01-06 22:51:20,Credit Card,9184.11,952.15,341.63,1,36,354
6030,385,31,2016-11-10 08:23:47,300.29,2016-12-27 08:23:47,Cash,8873.47,719.37,33.82,3,86,870
6031,465,65,2020-02-17 11:15:33,569.47,2020-04-02 11:15:33,Cash,4783.72,998.46,275.65,6,73,117
6032,304,94,2014-09-30 14:01:11,107.22,2014-11-27 14:01:11,Bank Transfer,554.59,966.62,49.47,7,2,26
6033,485,40,2024-06-14 21:37:03,439.85,2024-07-20 21:37:03,Cash,8775.2,409.61,470.15,3,83,592
6034,4,32,2018-03-17 23:32:26,332.73,2018-05-06 23:32:26,Cash,9680.89,440.58,432.83,9,34,553
6035,16,25,2011-01-18 06:49:33,688.74,2011-03-11 06:49:33,Credit Card,821.29,137.83,182.57,10,63,845
6036,296,4,2024-09-08 09:55:17,197.42,2024-10-18 09:55:17,Credit Card,301.3,254.08,107.5,2,3,635
6037,294,78,2022-01-18 12:21:59,743.43,2022-03-09 12:21:59,Credit Card,4716.48,674.6,464.35,2,2,959
6038,341,34,2012-09-09 11:42:07,502.27,2012-11-03 11:42:07,Cash,4091.75,975.81,363.45,5,50,937
6039,242,27,2015-10-03 02:43:29,92.62,2015-11-14 02:43:29,Bank Transfer,5388.3,609.41,423.29,7,96,911
6040,415,17,2020-11-30 04:52:40,7.13,2021-01-04 04:52:40,Cash,3451.02,253.1,101.69,3,39,277
6041,59,80,2012-10-08 05:46:15,42.65,2012-11-16 05:46:15,Bank Transfer,8034.95,652.85,161.58,6,58,278
6042,126,16,2024-08-07 11:31:22,562.58,2024-09-13 11:31:22,Credit Card,4267.08,22.27,195.82,5,32,860
6043,13,51,2024-02-17 01:19:47,95.18,2024-04-03 01:19:47,Bank Transfer,5157.32,444.62,60.01,8,7,868
6044,157,87,2021-08-22 23:31:28,743.54,2021-10-02 23:31:28,Credit Card,7256.6,217.14,496,8,88,832
6045,400,90,2022-05-10 04:29:07,221.46,2022-06-17 04:29:07,Credit Card,9735.23,342.07,386.91,2,60,109
6046,370,9,2020-02-11 08:25:58,348.26,2020-03-26 08:25:58,Cash,1032.02,816.98,439.25,8,37,151
6047,14,82,2023-12-14 23:33:22,378.42,2024-01-28 23:33:22,Cash,1010.54,51.1,275.36,6,38,497
6048,44,45,2020-02-22 09:37:59,812.85,2020-04-15 09:37:59,Bank Transfer,6237.74,330.77,75.15,5,73,876
6049,370,29,2020-03-25 01:46:27,92.15,2020-05-01 01:46:27,Cash,688.7,667.39,32.68,5,79,680
6050,74,39,2015-08-23 07:51:10,411.68,2015-10-11 07:51:10,Cash,656.7,101.25,104.78,4,55,920
6051,222,23,2010-10-27 13:45:13,37.06,2010-12-25 13:45:13,Credit Card,9163.35,570.06,433.02,9,7,624
6052,312,92,2016-12-30 11:20:01,703.32,2017-02-01 11:20:01,Bank Transfer,2480.71,813.7,438.08,9,76,506
6053,79,59,2014-03-16 17:03:47,899.29,2014-04-28 17:03:47,Bank Transfer,1334.11,526.43,406.81,4,7,303
6054,473,98,2021-04-19 21:10:40,965.24,2021-05-26 21:10:40,Cash,5219.8,155.57,212.99,7,14,701
6055,359,22,2016-05-12 12:24:51,385.93,2016-07-05 12:24:51,Credit Card,7919.55,940.93,97.54,7,92,473
6056,61,86,2012-11-29 21:32:06,445.21,2013-01-05 21:32:06,Bank Transfer,1948.4,197.37,388.44,10,44,38
6057,325,64,2016-07-01 11:17:06,362.22,2016-08-06 11:17:06,Cash,4513.85,562.01,313.45,1,14,288
6058,284,38,2011-10-17 13:26:38,351.71,2011-12-12 13:26:38,Credit Card,1148.42,432.58,64.05,3,28,129
6059,210,69,2015-10-30 20:59:50,742.24,2015-12-29 20:59:50,Cash,5561.88,780.19,342.89,3,8,442
6060,160,9,2015-01-29 22:58:46,204.84,2015-03-03 22:58:46,Credit Card,4226.55,925.02,82.17,7,80,78
6061,53,15,2021-12-07 22:53:11,21.73,2022-01-21 22:53:11,Credit Card,472.92,766.22,435.79,1,63,620
6062,116,66,2022-12-20 11:50:50,326.61,2023-02-01 11:50:50,Credit Card,5367.78,560.13,94,4,38,105
6063,286,57,2023-08-16 02:23:19,370.82,2023-10-06 02:23:19,Cash,2156.97,833.62,237.44,2,40,4
6064,241,30,2023-12-23 15:08:37,113.83,2024-01-25 15:08:37,Credit Card,8081.95,214.24,136.31,2,92,310
6065,310,17,2012-09-22 20:12:23,693.09,2012-11-04 20:12:23,Bank Transfer,6075.93,255.99,354.52,1,13,401
6066,243,33,2019-01-20 03:01:03,928.28,2019-03-11 03:01:03,Credit Card,9963.37,135.96,451.31,9,56,287
6067,312,32,2013-02-28 16:19:09,590.04,2013-03-30 16:19:09,Credit Card,3354.64,473.67,110.68,1,38,481
6068,100,36,2019-03-06 04:30:20,348.21,2019-04-18 04:30:20,Cash,4666.94,933.5,223.67,5,17,914
6069,60,62,2019-11-28 16:10:28,768.17,2020-01-18 16:10:28,Credit Card,404.48,348.65,210.4,9,76,430
6070,205,82,2016-01-23 07:50:28,863.34,2016-03-18 07:50:28,Credit Card,6341.44,689.82,155.4,9,1,408
6071,493,25,2021-12-08 15:21:32,611.55,2022-01-31 15:21:32,Cash,5785.38,704.42,443.54,7,84,315
6072,37,17,2018-01-22 17:23:48,82.66,2018-03-17 17:23:48,Credit Card,9389.81,590.06,439.16,1,101,628
6073,368,66,2015-06-24 14:17:26,458.12,2015-08-10 14:17:26,Credit Card,2946.74,293.88,340.86,4,61,67
6074,394,79,2011-10-17 10:10:12,875.01,2011-11-19 10:10:12,Cash,9883.75,614.5,309.39,2,25,750
6075,443,57,2012-02-10 12:39:57,725.01,2012-03-15 12:39:57,Credit Card,6044.19,237.13,37.35,2,84,758
6076,155,61,2022-01-06 02:46:24,609.55,2022-02-27 02:46:24,Bank Transfer,2948.34,687.18,297.84,6,87,613
6077,17,66,2016-04-29 17:16:43,279.34,2016-06-06 17:16:43,Bank Transfer,1161.3,84.93,420.5,1,87,20
6078,100,15,2011-05-20 03:48:12,182.78,2011-06-22 03:48:12,Cash,559.78,202.15,143.31,4,16,713
6079,410,99,2017-02-19 16:52:42,793.84,2017-04-10 16:52:42,Credit Card,833.58,329.83,439.02,7,67,436
6080,117,72,2019-06-24 20:56:31,922.2,2019-08-09 20:56:31,Cash,6050.63,596.28,39.34,9,94,89
6081,7,55,2018-11-26 14:08:54,197.03,2019-01-08 14:08:54,Credit Card,8939.14,459.11,234.8,5,71,175
6082,88,14,2022-09-06 11:28:05,627.85,2022-10-27 11:28:05,Cash,6926.98,792.67,243.39,5,45,262
6083,400,86,2013-04-13 07:35:43,306.57,2013-06-02 07:35:43,Credit Card,7628.02,262.23,177.23,8,62,661
6084,287,22,2015-09-14 03:42:59,748.43,2015-11-03 03:42:59,Credit Card,9884.45,888.77,44.85,7,17,694
6085,15,57,2021-05-17 04:25:53,237.06,2021-06-24 04:25:53,Cash,4038.49,39.43,347.61,6,74,507
6086,281,66,2011-09-11 18:19:35,505.99,2011-10-16 18:19:35,Cash,8279.26,456.74,439,4,71,425
6087,106,34,2018-11-28 20:20:38,946.63,2019-01-13 20:20:38,Bank Transfer,8382.79,527.97,222.45,3,9,165
6088,78,63,2015-10-05 10:15:37,467.38,2015-11-15 10:15:37,Credit Card,2223.44,622.89,22.87,2,89,414
6089,79,17,2011-07-17 19:01:12,933.57,2011-09-06 19:01:12,Bank Transfer,1975.13,333.07,18.82,6,34,371
6090,238,74,2023-01-01 11:20:47,964.85,2023-02-20 11:20:47,Cash,5803.51,684.82,491.43,5,17,162
6091,278,65,2016-10-08 15:05:26,446.78,2016-11-17 15:05:26,Credit Card,7689.93,437.55,158.26,1,102,553
6092,26,70,2014-01-19 12:39:31,295.76,2014-03-03 12:39:31,Credit Card,3410.14,313.67,445.19,9,3,864
6093,435,20,2019-06-11 04:37:18,189.67,2019-07-23 04:37:18,Bank Transfer,8233.19,294.98,111.7,4,24,926
6094,213,6,2022-11-23 01:51:49,508.91,2022-12-25 01:51:49,Cash,3616.09,417.13,383.91,9,11,867
6095,187,13,2023-03-25 04:21:13,602.38,2023-04-30 04:21:13,Credit Card,4022.19,235.16,232.92,9,80,915
6096,375,45,2015-11-07 16:58:10,448.7,2015-12-07 16:58:10,Credit Card,1284.15,486.36,253.87,2,64,983
6097,294,52,2011-10-11 19:31:49,258.8,2011-12-05 19:31:49,Bank Transfer,7523.52,50.44,159.11,5,95,44
6098,226,3,2022-09-28 00:30:40,92.04,2022-11-25 00:30:40,Bank Transfer,337.03,993.74,395.64,4,45,731
6099,47,2,2023-04-24 07:46:34,10.37,2023-06-07 07:46:34,Cash,5008.16,965.41,78.46,8,24,567
6100,473,77,2011-06-16 21:28:38,541.55,2011-08-04 21:28:38,Cash,8632.32,766.57,441.7,2,75,636
6101,241,35,2022-07-25 19:29:58,455.27,2022-09-08 19:29:58,Cash,5716.71,305.69,66.93,1,87,821
6102,405,61,2012-09-06 04:59:27,233.55,2012-10-11 04:59:27,Credit Card,1894.22,702.17,456.54,3,32,605
6103,476,39,2011-09-24 09:21:02,393.02,2011-11-17 09:21:02,Credit Card,7274.67,4.2,372.19,4,66,665
6104,37,33,2015-01-26 06:24:47,744.11,2015-03-09 06:24:47,Bank Transfer,130.76,59.78,474.02,2,94,412
6105,226,66,2015-11-16 04:41:46,843.85,2015-12-25 04:41:46,Credit Card,9086.58,360.2,108.35,6,31,14
6106,134,27,2023-02-18 05:27:01,167.51,2023-03-25 05:27:01,Credit Card,7888.27,584.54,268.42,8,41,612
6107,418,39,2016-10-08 21:25:09,365.22,2016-11-22 21:25:09,Credit Card,5234.26,227.04,121.52,1,72,928
6108,271,64,2018-07-16 23:45:05,748.46,2018-09-12 23:45:05,Bank Transfer,4721.6,870.46,57.24,2,24,810
6109,142,77,2018-01-14 21:48:35,51.71,2018-03-10 21:48:35,Credit Card,2996.72,884.62,143.06,1,58,487
6110,28,69,2018-04-23 08:19:02,973.48,2018-06-12 08:19:02,Cash,1255.9,890.74,300.97,10,39,862
6111,491,69,2011-12-02 21:01:34,218.37,2012-01-08 21:01:34,Cash,9269.01,590.13,332.94,1,7,568
6112,38,12,2011-05-07 11:56:00,880.7,2011-06-19 11:56:00,Cash,703.71,291.36,65.07,9,25,347
6113,500,81,2019-11-16 13:21:47,12.63,2020-01-03 13:21:47,Bank Transfer,8497.04,486.56,308.9,9,48,984
6114,468,87,2011-01-09 10:44:43,50.73,2011-03-01 10:44:43,Credit Card,1191.8,603.51,20.85,10,97,248
6115,69,17,2016-06-11 23:32:35,918.47,2016-07-30 23:32:35,Cash,3981.24,266.28,454.27,1,86,394
6116,302,39,2022-10-25 04:56:50,808.04,2022-11-25 04:56:50,Cash,8628.7,843.74,410.07,3,41,130
6117,480,71,2022-05-30 08:03:54,2.44,2022-07-27 08:03:54,Cash,6643.89,693.51,433.9,3,25,506
6118,147,85,2013-01-25 11:11:23,171.3,2013-03-02 11:11:23,Cash,4079.54,170.32,26.25,8,50,482
6119,321,39,2013-06-06 12:26:00,167.58,2013-07-21 12:26:00,Cash,5159.97,899.54,248.71,5,71,473
6120,114,37,2015-06-14 07:21:15,754.56,2015-07-14 07:21:15,Bank Transfer,8644.26,263.78,72.71,2,40,35
6121,107,89,2018-04-01 13:46:19,70.97,2018-05-22 13:46:19,Cash,3615.21,741.6,277.16,10,73,600
6122,137,82,2020-03-28 12:59:26,442.33,2020-04-27 12:59:26,Bank Transfer,6275.54,655.87,226.66,7,62,273
6123,497,59,2014-10-10 09:00:56,425.05,2014-12-01 09:00:56,Credit Card,4655.87,988.11,172.95,1,58,840
6124,48,87,2012-03-27 14:26:12,549.68,2012-05-22 14:26:12,Cash,8842.67,45.74,339.69,6,22,328
6125,456,80,2019-07-04 08:08:48,30.07,2019-08-16 08:08:48,Credit Card,8064.71,921.33,139.05,7,92,773
6126,453,91,2016-01-24 15:49:42,309.05,2016-02-25 15:49:42,Cash,3494.78,824.82,421.19,2,23,952
6127,448,65,2014-03-20 15:59:56,119.22,2014-04-21 15:59:56,Bank Transfer,7634.4,934.16,167.65,8,28,151
6128,372,19,2024-07-15 15:38:49,811.85,2024-08-22 15:38:49,Bank Transfer,4342.02,745.21,333.89,7,30,193
6129,198,41,2016-04-17 00:18:41,373.43,2016-06-16 00:18:41,Bank Transfer,1660.02,840.52,404.98,4,32,457
6130,235,18,2020-07-26 16:18:38,80.53,2020-09-02 16:18:38,Credit Card,9539.97,413.36,112.73,1,81,577
6131,335,8,2024-02-22 08:34:57,535.81,2024-03-30 08:34:57,Cash,3703.83,639.36,313.09,7,40,379
6132,209,6,2023-11-30 12:07:56,938.09,2024-01-23 12:07:56,Credit Card,3440.88,157.28,127.67,7,44,117
6133,319,65,2018-08-16 13:08:47,844.62,2018-09-24 13:08:47,Bank Transfer,3170.19,835.38,80.72,4,37,994
6134,285,78,2014-11-17 13:03:57,988.01,2015-01-14 13:03:57,Cash,1069.71,320.63,126.1,3,72,531
6135,473,8,2011-09-16 09:33:24,148.79,2011-10-29 09:33:24,Cash,6668.26,430.81,482.84,1,20,66
6136,104,14,2019-08-28 21:32:11,930.92,2019-10-15 21:32:11,Bank Transfer,2573.94,915.84,109.76,2,49,39
6137,147,1,2020-08-21 11:19:32,543.11,2020-10-05 11:19:32,Bank Transfer,2325.93,999.2,317.69,10,92,356
6138,256,1,2012-10-07 17:02:42,320.53,2012-11-22 17:02:42,Cash,3155.1,396.75,256.73,9,4,805
6139,393,39,2013-02-02 01:42:18,948.83,2013-03-04 01:42:18,Credit Card,5470.9,989.49,364.15,5,45,255
6140,396,68,2014-02-11 12:45:15,904.78,2014-03-30 12:45:15,Bank Transfer,8557.21,800.99,195.97,9,70,461
6141,123,51,2023-03-15 01:47:57,989.68,2023-04-25 01:47:57,Credit Card,5872.58,461.58,406.64,8,90,526
6142,132,77,2012-04-23 22:22:39,119.92,2012-06-18 22:22:39,Bank Transfer,1524.44,986.72,209.84,1,23,958
6143,316,74,2012-03-27 03:53:56,402.79,2012-05-01 03:53:56,Credit Card,6034.68,751.72,76.26,2,87,89
6144,351,40,2024-07-09 11:06:22,178.76,2024-08-20 11:06:22,Bank Transfer,1155.91,92.65,131.55,8,31,985
6145,260,38,2023-01-16 09:21:02,534.07,2023-03-12 09:21:02,Credit Card,6363.43,434.34,108.19,4,10,375
6146,150,81,2011-09-08 11:45:25,886.48,2011-10-10 11:45:25,Cash,2844.71,517.29,255.04,2,56,87
6147,148,35,2012-01-20 15:24:37,265.31,2012-02-28 15:24:37,Credit Card,9656.41,834.69,388.8,8,84,278
6148,469,57,2021-07-05 13:33:15,506.75,2021-08-18 13:33:15,Credit Card,1433.42,112.59,62.57,1,87,171
6149,149,39,2015-06-05 23:24:55,185.8,2015-07-24 23:24:55,Cash,828.04,424.48,310.19,8,33,836
6150,424,70,2023-12-24 20:17:06,76.84,2024-02-14 20:17:06,Cash,3658.82,731.88,359.01,4,57,780
6151,136,83,2016-04-22 15:52:50,213.59,2016-06-20 15:52:50,Credit Card,3581.1,613.01,50.1,8,19,864
6152,242,87,2018-04-25 08:17:39,270.92,2018-05-30 08:17:39,Credit Card,8416.1,837.09,267.07,10,102,208
6153,469,52,2019-08-30 20:24:34,917.99,2019-10-22 20:24:34,Cash,8432.47,268.02,199.97,7,14,531
6154,82,4,2016-12-19 14:38:50,437.36,2017-02-12 14:38:50,Bank Transfer,6855.72,860.16,249.58,9,49,752
6155,316,62,2018-09-27 03:01:02,823.9,2018-11-26 03:01:02,Credit Card,6545.35,404.71,317.48,2,41,387
6156,409,80,2023-06-09 17:38:14,27.35,2023-07-10 17:38:14,Bank Transfer,9621.64,80.71,263.84,5,45,969
6157,288,100,2011-06-29 11:50:33,615.2,2011-08-13 11:50:33,Cash,468.17,296.3,443.81,7,63,680
6158,382,49,2015-08-17 18:24:11,524.27,2015-09-27 18:24:11,Cash,6646.34,716.79,101.62,5,89,775
6159,20,74,2019-07-01 10:33:00,332.77,2019-08-30 10:33:00,Bank Transfer,1237.66,518.66,112.12,9,29,731
6160,281,26,2023-06-16 13:52:08,139.88,2023-08-12 13:52:08,Bank Transfer,9277.84,797.46,106.24,7,72,998
6161,342,17,2012-04-30 09:46:35,673.06,2012-06-04 09:46:35,Cash,4223.64,683.27,428.12,8,101,1000
6162,342,59,2016-08-13 06:14:12,604.83,2016-09-27 06:14:12,Credit Card,1434.11,344.82,450.12,6,72,126
6163,330,73,2014-11-16 14:59:07,288.45,2014-12-22 14:59:07,Bank Transfer,216.75,51.91,9.76,1,100,324
6164,228,61,2014-11-03 18:41:27,40.87,2014-12-05 18:41:27,Bank Transfer,76.21,76.97,350.87,9,98,142
6165,276,81,2012-07-19 08:08:09,339.82,2012-09-01 08:08:09,Credit Card,5354.88,756.11,389.67,8,69,177
6166,72,78,2015-01-09 04:46:12,480.4,2015-03-05 04:46:12,Credit Card,1659.17,234.67,86.72,4,27,277
6167,280,1,2013-10-13 16:57:19,723.24,2013-12-05 16:57:19,Cash,4987.42,506.69,146.81,2,18,214
6168,142,60,2015-12-29 21:31:12,948.03,2016-01-28 21:31:12,Bank Transfer,4389.48,548.86,470.69,8,51,685
6169,314,98,2013-06-09 22:54:05,216.95,2013-08-02 22:54:05,Credit Card,5784.21,349.13,126.25,7,70,135
6170,417,66,2012-03-12 05:01:23,204.59,2012-05-09 05:01:23,Cash,9877.82,355.06,39.37,3,34,326
6171,128,65,2016-08-30 11:28:26,29.34,2016-10-16 11:28:26,Cash,5545.66,578.56,43.82,5,32,31
6172,198,74,2016-02-16 16:48:53,282.18,2016-03-29 16:48:53,Bank Transfer,2019.61,817.89,85.46,2,41,930
6173,39,66,2017-04-04 21:40:56,909.48,2017-05-15 21:40:56,Bank Transfer,6535.53,568.38,446.94,7,55,976
6174,73,68,2024-09-11 05:59:23,189.23,2024-11-09 05:59:23,Cash,356.3,975.55,151.44,8,90,514
6175,422,3,2023-03-20 19:06:51,796.05,2023-05-08 19:06:51,Cash,5133.74,44.21,78.53,3,35,171
6176,24,31,2023-08-19 21:05:26,529.47,2023-10-05 21:05:26,Cash,960.19,724.56,289.69,1,3,116
6177,316,2,2022-02-28 04:42:39,795.25,2022-04-12 04:42:39,Bank Transfer,3210.61,812.82,269.29,7,59,101
6178,338,51,2022-09-18 07:34:57,491.66,2022-10-23 07:34:57,Credit Card,4990.82,11.89,114.13,8,13,408
6179,123,37,2019-02-08 13:32:46,449.12,2019-03-15 13:32:46,Credit Card,706.16,95.18,373.84,9,32,655
6180,77,38,2019-11-19 09:05:05,166.84,2019-12-30 09:05:05,Bank Transfer,7016.15,508.96,344.52,3,79,386
6181,246,9,2020-12-30 01:52:41,377.98,2021-02-25 01:52:41,Cash,5931.56,220.05,189.28,8,67,322
6182,326,50,2010-11-04 11:37:08,29.83,2010-12-28 11:37:08,Cash,9271.92,565.07,104.97,9,24,146
6183,300,66,2013-07-23 10:50:58,302.44,2013-09-02 10:50:58,Bank Transfer,4051.72,155.84,195.06,10,79,860
6184,104,76,2016-03-14 12:27:10,989.84,2016-05-01 12:27:10,Cash,9852.14,24.2,60.37,3,59,596
6185,8,97,2021-03-24 06:40:21,350.5,2021-04-28 06:40:21,Cash,532.95,188.74,54.62,5,62,482
6186,168,38,2021-04-17 08:34:13,326.5,2021-05-23 08:34:13,Credit Card,3202.03,600.8,166.3,6,65,146
6187,56,19,2016-09-04 04:35:33,577.9,2016-10-25 04:35:33,Cash,2368.39,473.85,399.36,9,1,830
6188,161,49,2015-05-20 06:48:43,938.07,2015-07-10 06:48:43,Credit Card,1675.91,818.15,119.28,1,95,198
6189,467,37,2011-06-08 07:41:22,348.62,2011-07-19 07:41:22,Credit Card,1288.83,742.83,8.33,6,16,892
6190,264,12,2014-06-27 05:15:53,84.18,2014-07-30 05:15:53,Credit Card,9762.28,216.22,260.62,9,23,848
6191,472,22,2014-12-14 17:01:28,176.28,2015-01-30 17:01:28,Credit Card,7126.25,326.58,315.03,4,39,248
6192,99,87,2014-09-02 01:09:03,168.89,2014-10-04 01:09:03,Cash,1325.07,956.76,197.16,3,35,323
6193,437,65,2019-12-30 04:03:00,51.72,2020-02-17 04:03:00,Credit Card,8650.58,139.65,366.76,5,86,78
6194,472,33,2011-04-27 07:32:49,454.99,2011-06-09 07:32:49,Bank Transfer,3572,87.19,52.75,3,58,699
6195,284,81,2011-06-27 08:43:27,319.57,2011-08-21 08:43:27,Credit Card,1264.25,306.48,272.66,6,74,573
6196,493,44,2018-06-29 07:07:09,732.26,2018-08-06 07:07:09,Bank Transfer,2085.11,535.7,72.32,1,42,868
6197,264,2,2023-05-02 11:52:13,656.29,2023-06-21 11:52:13,Bank Transfer,8201.64,391.43,28.78,3,89,47
6198,198,2,2017-08-30 12:36:46,211.22,2017-10-17 12:36:46,Credit Card,5606.33,526.91,5.85,7,29,883
6199,389,37,2022-05-26 08:26:44,336.76,2022-07-16 08:26:44,Bank Transfer,507.68,873.9,152.07,3,44,551
6200,99,19,2011-07-08 09:50:52,329.06,2011-08-12 09:50:52,Bank Transfer,3709.13,381.36,344.5,3,37,317
6201,225,43,2016-02-12 06:03:25,876.87,2016-03-13 06:03:25,Bank Transfer,7372.79,303.69,264.79,3,13,683
6202,255,7,2013-05-15 07:58:22,229.44,2013-06-21 07:58:22,Credit Card,271.79,698.56,324.85,3,11,127
6203,54,54,2021-12-23 04:14:00,61.39,2022-02-10 04:14:00,Bank Transfer,294.63,470.37,14.43,5,73,842
6204,119,54,2015-06-18 08:10:50,559.37,2015-07-30 08:10:50,Credit Card,3470.31,791.49,350.02,6,2,960
6205,155,50,2016-01-25 14:42:56,556.22,2016-03-20 14:42:56,Bank Transfer,5562.64,895.24,350.55,8,50,328
6206,490,30,2017-06-26 15:08:42,301.15,2017-08-15 15:08:42,Cash,6277.18,202.21,190.45,4,78,817
6207,259,100,2013-01-22 12:27:45,52,2013-02-23 12:27:45,Credit Card,4628.69,772.76,311.52,8,29,541
6208,254,65,2019-07-02 11:33:35,714.15,2019-08-20 11:33:35,Credit Card,4063.81,439.49,75.49,4,84,93
6209,484,39,2020-04-29 22:30:58,590.18,2020-06-01 22:30:58,Cash,2996.35,461.84,284.91,7,57,975
6210,326,93,2018-10-07 22:54:03,368.04,2018-11-13 22:54:03,Cash,976.7,152.9,160.36,2,16,214
6211,356,32,2014-05-23 20:13:39,250.61,2014-07-07 20:13:39,Credit Card,5609.27,74.7,77.38,1,34,690
6212,419,89,2020-05-05 12:33:36,648.02,2020-06-30 12:33:36,Credit Card,7864.11,12.1,287.33,10,59,318
6213,271,29,2019-12-20 20:48:32,830.08,2020-02-15 20:48:32,Credit Card,7600.1,915.53,200,3,49,382
6214,194,84,2020-01-09 09:38:38,358.74,2020-02-11 09:38:38,Cash,8915.61,128.99,89.69,7,75,690
6215,133,44,2013-08-19 09:03:10,354.89,2013-09-25 09:03:10,Cash,5170.51,475.26,219.88,4,66,435
6216,341,92,2015-05-04 14:54:41,405.15,2015-06-26 14:54:41,Bank Transfer,3676.53,354.49,76.78,3,74,629
6217,333,63,2011-04-24 15:11:49,44.64,2011-06-20 15:11:49,Credit Card,5596.81,718.42,324.63,6,92,552
6218,382,25,2016-09-26 11:27:20,775.28,2016-11-12 11:27:20,Cash,1018.38,662.69,67.16,8,51,191
6219,119,87,2011-05-19 11:46:09,481.33,2011-06-24 11:46:09,Bank Transfer,3485.52,530.16,269.92,9,98,796
6220,115,41,2017-09-12 03:49:28,139.56,2017-10-16 03:49:28,Bank Transfer,125.15,680.77,43.57,10,27,527
6221,321,74,2023-03-25 14:44:40,295.56,2023-05-08 14:44:40,Bank Transfer,3889.02,173.37,277.99,6,73,559
6222,114,38,2011-08-21 13:05:23,838.08,2011-10-15 13:05:23,Credit Card,2411.32,935.74,389.71,1,61,455
6223,75,50,2022-12-31 17:07:44,249.18,2023-02-23 17:07:44,Cash,2387.96,822.66,173.33,9,23,700
6224,411,25,2012-01-12 20:59:38,494.62,2012-03-12 20:59:38,Bank Transfer,9094.83,314.9,144.78,4,7,472
6225,131,20,2021-09-06 01:12:07,745.06,2021-11-05 01:12:07,Cash,1703.7,564.83,224.27,9,44,916
6226,313,14,2011-12-18 23:35:58,135.09,2012-02-12 23:35:58,Cash,653.55,715.25,285.67,5,99,140
6227,57,44,2013-10-18 22:52:06,807.45,2013-11-28 22:52:06,Credit Card,2532.24,285.71,20.39,1,45,110
6228,249,75,2018-08-06 20:29:55,229.7,2018-09-29 20:29:55,Cash,9805.73,149.2,55.57,3,101,711
6229,323,89,2023-09-12 08:55:46,468.52,2023-10-18 08:55:46,Cash,5011.95,339.4,147.78,10,96,370
6230,278,54,2016-02-08 11:16:20,801.59,2016-03-13 11:16:20,Credit Card,6707.21,185.03,22.21,4,99,357
