ProductionID,ProductID,PlantID,ProductionStartDateTime,ProductionEndDateTime,BatchID,QualityStatusID,EmployeeID,Quantity
5651,102,9,2023-08-30 10:04:24,2023-09-22 10:04:24,59,10,64,686
5652,228,1,2023-02-05 00:22:38,2023-03-05 00:22:38,90,3,2,664
5653,391,5,2017-02-23 00:00:55,2017-03-22 00:00:55,122,8,1,643
5654,16,3,2023-03-29 13:59:08,2023-04-20 13:59:08,133,6,13,221
5655,361,2,2017-02-06 03:13:36,2017-02-21 03:13:36,179,10,66,177
5656,323,2,2019-07-12 13:09:57,2019-07-30 13:09:57,190,10,95,240
5657,141,5,2017-09-14 05:32:30,2017-09-28 05:32:30,80,13,73,476
5658,321,10,2011-09-21 04:34:20,2011-10-13 04:34:20,76,5,102,336
5659,212,4,2016-09-15 07:23:05,2016-10-08 07:23:05,77,19,97,17
5660,11,2,2022-08-16 06:59:32,2022-09-11 06:59:32,152,15,54,539
5661,374,10,2022-02-03 20:15:17,2022-02-28 20:15:17,58,8,36,369
5662,32,5,2020-08-09 17:58:20,2020-08-23 17:58:20,27,20,47,92
5663,45,4,2015-09-23 13:00:55,2015-10-17 13:00:55,162,2,28,27
5664,398,7,2012-07-03 10:29:10,2012-07-24 10:29:10,100,3,62,5
5665,360,2,2019-06-03 20:43:53,2019-06-23 20:43:53,100,22,93,412
5666,376,5,2017-09-14 06:50:44,2017-10-06 06:50:44,106,10,102,707
5667,346,3,2019-10-19 10:59:11,2019-11-10 10:59:11,165,1,77,535
5668,65,9,2015-10-29 18:22:47,2015-11-19 18:22:47,80,25,67,941
5669,454,2,2019-06-05 04:18:06,2019-07-02 04:18:06,132,4,69,399
5670,202,10,2021-03-12 00:55:43,2021-04-04 00:55:43,36,8,100,288
5671,460,5,2013-07-16 15:27:54,2013-08-03 15:27:54,15,11,48,451
5672,436,5,2017-06-19 08:53:09,2017-07-05 08:53:09,128,25,60,176
5673,405,4,2010-12-21 01:05:27,2011-01-05 01:05:27,200,19,53,874
5674,333,7,2014-04-20 14:50:45,2014-05-07 14:50:45,40,1,91,996
5675,39,7,2022-01-20 09:34:25,2022-02-12 09:34:25,2,22,35,599
5676,472,5,2021-09-02 17:32:43,2021-09-26 17:32:43,29,16,95,718
5677,443,4,2014-05-05 18:08:17,2014-05-21 18:08:17,18,29,80,30
5678,225,1,2015-09-01 01:10:33,2015-09-16 01:10:33,179,26,50,434
5679,270,7,2017-04-26 16:57:10,2017-05-23 16:57:10,63,27,57,138
5680,358,9,2018-11-04 20:24:40,2018-11-19 20:24:40,93,26,72,590
5681,432,6,2021-10-18 23:04:28,2021-11-04 23:04:28,132,9,94,737
5682,385,1,2023-01-28 14:24:55,2023-02-25 14:24:55,79,16,6,798
5683,476,6,2020-02-07 22:16:10,2020-03-05 22:16:10,178,15,12,847
5684,412,3,2022-08-03 12:59:42,2022-08-31 12:59:42,107,11,50,985
5685,197,5,2015-05-26 07:39:35,2015-06-14 07:39:35,26,22,55,324
5686,200,7,2012-01-26 05:04:02,2012-02-15 05:04:02,118,4,43,470
5687,406,2,2020-06-21 09:53:33,2020-07-17 09:53:33,22,27,16,144
5688,480,8,2020-09-19 15:50:51,2020-10-03 15:50:51,5,4,67,706
5689,10,6,2013-09-01 08:43:13,2013-09-25 08:43:13,161,17,99,581
5690,392,6,2022-02-01 16:46:55,2022-02-18 16:46:55,146,14,63,647
5691,414,3,2011-12-19 19:40:38,2012-01-11 19:40:38,105,6,47,739
5692,174,3,2015-06-25 10:36:19,2015-07-22 10:36:19,89,15,54,81
5693,15,4,2017-10-29 09:37:32,2017-11-17 09:37:32,49,12,78,818
5694,263,5,2011-03-24 13:34:12,2011-04-17 13:34:12,138,2,67,428
5695,259,7,2018-06-19 06:27:53,2018-07-04 06:27:53,173,25,86,708
5696,265,4,2012-06-25 03:37:05,2012-07-19 03:37:05,193,1,33,210
5697,489,3,2023-05-10 09:18:09,2023-05-28 09:18:09,42,19,78,896
5698,431,8,2017-02-10 02:18:44,2017-03-06 02:18:44,139,12,28,134
5699,445,2,2011-05-09 04:11:11,2011-06-05 04:11:11,177,23,1,67
5700,124,4,2021-05-29 10:43:05,2021-06-23 10:43:05,150,18,73,847
5701,5,10,2012-05-01 13:20:27,2012-05-18 13:20:27,4,9,1,49
5702,251,7,2017-12-28 07:20:58,2018-01-14 07:20:58,89,18,40,854
5703,471,10,2021-02-14 03:38:54,2021-03-11 03:38:54,170,27,3,109
5704,156,1,2022-10-10 00:08:38,2022-11-07 00:08:38,87,14,43,754
5705,76,6,2021-12-23 13:58:23,2022-01-06 13:58:23,116,18,63,39
5706,379,10,2014-06-18 21:25:25,2014-07-12 21:25:25,12,20,42,626
5707,74,8,2013-09-12 07:33:28,2013-09-26 07:33:28,189,20,73,8
5708,201,4,2019-05-14 09:55:08,2019-06-01 09:55:08,102,20,9,797
5709,391,10,2018-02-23 03:20:50,2018-03-18 03:20:50,29,17,98,198
5710,268,7,2024-06-10 06:15:46,2024-07-06 06:15:46,69,17,97,554
5711,195,3,2022-07-03 02:22:44,2022-07-20 02:22:44,105,19,54,82
5712,359,4,2012-05-28 21:45:48,2012-06-17 21:45:48,100,15,86,990
5713,454,2,2014-10-12 23:19:03,2014-11-02 23:19:03,117,30,91,469
5714,95,10,2019-06-08 19:56:16,2019-06-27 19:56:16,106,23,88,585
5715,154,3,2014-01-31 18:30:16,2014-02-25 18:30:16,177,13,80,102
5716,438,5,2022-06-28 20:50:43,2022-07-17 20:50:43,182,18,81,629
5717,474,9,2011-12-03 20:45:56,2011-12-24 20:45:56,140,24,12,688
5718,136,2,2013-03-19 21:47:17,2013-04-12 21:47:17,177,5,34,336
5719,84,8,2019-10-18 06:54:07,2019-11-14 06:54:07,193,27,61,37
5720,20,9,2019-08-02 15:38:19,2019-08-21 15:38:19,121,11,44,42
5721,221,3,2015-12-08 03:26:43,2015-12-27 03:26:43,68,10,69,83
5722,381,9,2014-07-25 11:19:01,2014-08-16 11:19:01,137,22,50,453
5723,492,10,2011-11-28 06:55:04,2011-12-20 06:55:04,184,12,4,104
5724,455,10,2015-10-16 20:49:31,2015-11-02 20:49:31,29,30,74,206
5725,237,1,2024-06-17 04:25:14,2024-07-09 04:25:14,113,30,36,859
5726,42,5,2016-04-12 17:22:23,2016-05-07 17:22:23,44,1,13,247
5727,429,10,2017-10-06 15:30:01,2017-10-24 15:30:01,169,26,69,880
5728,109,9,2014-06-11 00:19:04,2014-06-29 00:19:04,192,6,70,680
5729,476,2,2023-12-26 23:21:15,2024-01-21 23:21:15,80,1,38,400
5730,160,8,2013-05-28 05:54:07,2013-06-13 05:54:07,137,14,88,746
5731,408,6,2021-11-21 20:55:35,2021-12-08 20:55:35,113,30,97,190
5732,211,3,2014-07-17 01:48:55,2014-08-03 01:48:55,124,30,30,239
5733,257,10,2012-06-18 11:50:09,2012-07-02 11:50:09,3,8,40,327
5734,152,5,2023-08-23 04:44:14,2023-09-18 04:44:14,102,21,65,291
5735,463,4,2024-06-17 13:31:15,2024-07-13 13:31:15,195,6,9,1000
5736,483,1,2012-11-08 20:26:16,2012-12-03 20:26:16,153,11,38,982
5737,199,9,2012-12-28 16:05:16,2013-01-20 16:05:16,108,4,63,472
5738,368,4,2015-08-20 09:11:17,2015-09-15 09:11:17,15,26,61,580
5739,2,10,2015-02-27 10:39:29,2015-03-27 10:39:29,159,3,89,892
5740,293,10,2013-09-02 02:00:40,2013-09-27 02:00:40,165,30,82,668
5741,432,9,2024-01-02 09:15:48,2024-01-28 09:15:48,72,13,58,430
5742,239,1,2017-04-26 20:32:30,2017-05-11 20:32:30,153,19,48,121
5743,386,1,2014-10-16 12:11:51,2014-10-31 12:11:51,56,23,45,414
5744,497,3,2019-07-03 06:44:18,2019-07-28 06:44:18,82,16,89,408
5745,36,1,2018-11-08 05:21:20,2018-11-24 05:21:20,186,21,77,35
5746,270,1,2019-06-29 03:31:56,2019-07-15 03:31:56,89,15,98,938
5747,303,6,2023-11-19 12:30:05,2023-12-16 12:30:05,96,1,4,824
5748,392,5,2015-03-14 17:25:53,2015-03-28 17:25:53,77,9,10,353
5749,436,7,2024-07-27 19:11:37,2024-08-16 19:11:37,175,8,6,968
5750,192,8,2024-08-23 13:29:55,2024-09-20 13:29:55,41,16,48,445
5751,411,3,2014-05-20 16:27:40,2014-06-05 16:27:40,6,6,15,462
5752,277,10,2020-09-23 10:07:39,2020-10-12 10:07:39,46,27,72,218
5753,359,1,2013-04-27 08:51:16,2013-05-20 08:51:16,83,7,59,30
5754,382,4,2013-09-14 21:18:30,2013-09-29 21:18:30,165,16,91,402
5755,380,1,2019-09-04 17:20:59,2019-09-29 17:20:59,171,15,24,5
5756,427,4,2020-06-26 19:00:24,2020-07-20 19:00:24,40,29,94,286
5757,312,4,2016-03-12 14:57:12,2016-04-03 14:57:12,199,5,30,664
5758,457,8,2018-03-03 03:22:00,2018-03-24 03:22:00,94,14,63,488
5759,474,5,2012-03-14 17:41:13,2012-04-06 17:41:13,97,13,70,333
5760,426,3,2014-01-20 12:21:41,2014-02-06 12:21:41,71,4,98,301
5761,145,3,2017-07-07 11:15:31,2017-07-29 11:15:31,108,21,72,619
5762,498,9,2011-06-24 18:10:00,2011-07-16 18:10:00,187,2,63,452
5763,244,5,2020-08-08 04:17:11,2020-08-27 04:17:11,112,26,45,543
5764,347,8,2019-05-22 09:48:42,2019-06-10 09:48:42,141,12,51,842
5765,188,2,2014-04-08 16:16:54,2014-04-26 16:16:54,199,23,75,184
5766,71,8,2013-08-02 17:28:27,2013-08-20 17:28:27,146,8,34,396
5767,349,3,2018-06-27 19:15:40,2018-07-19 19:15:40,168,20,86,573
5768,47,7,2017-06-21 16:42:41,2017-07-10 16:42:41,89,5,24,684
5769,252,4,2017-07-14 18:53:59,2017-08-05 18:53:59,84,4,12,564
5770,247,9,2019-10-30 15:57:52,2019-11-20 15:57:52,101,8,34,643
5771,141,5,2024-07-06 21:34:19,2024-07-21 21:34:19,144,29,62,682
5772,226,5,2020-01-11 12:59:38,2020-02-01 12:59:38,114,14,100,202
5773,229,2,2024-06-03 20:31:10,2024-06-26 20:31:10,5,7,9,537
5774,225,3,2015-01-21 12:01:58,2015-02-12 12:01:58,128,16,73,972
5775,496,1,2016-05-06 17:24:40,2016-05-26 17:24:40,105,22,70,518
5776,268,7,2015-07-29 12:59:43,2015-08-24 12:59:43,113,22,92,802
5777,374,3,2020-09-24 16:47:17,2020-10-12 16:47:17,3,11,88,720
5778,341,6,2022-09-23 15:31:29,2022-10-07 15:31:29,121,18,38,414
5779,74,2,2023-07-18 04:51:53,2023-08-03 04:51:53,104,7,34,791
5780,170,2,2023-07-01 02:43:41,2023-07-21 02:43:41,137,24,52,879
5781,396,2,2015-08-13 05:58:35,2015-09-01 05:58:35,89,8,11,136
5782,151,2,2012-07-07 22:30:50,2012-07-22 22:30:50,174,28,30,730
5783,65,10,2013-08-06 01:56:51,2013-08-28 01:56:51,129,21,62,639
5784,273,7,2023-12-09 23:48:54,2023-12-23 23:48:54,170,17,55,323
5785,56,5,2011-12-05 06:05:13,2011-12-31 06:05:13,112,27,53,828
5786,402,2,2016-02-09 18:44:27,2016-02-23 18:44:27,127,1,99,756
5787,291,4,2021-02-23 01:58:45,2021-03-14 01:58:45,158,14,60,38
5788,460,6,2012-07-05 08:41:23,2012-07-20 08:41:23,95,23,22,189
5789,158,2,2011-08-05 23:18:49,2011-08-25 23:18:49,189,5,34,396
5790,192,6,2016-09-08 03:04:41,2016-10-06 03:04:41,40,23,85,958
5791,308,6,2023-07-21 07:53:53,2023-08-15 07:53:53,184,16,72,464
5792,496,4,2010-10-14 13:03:28,2010-11-09 13:03:28,82,4,49,557
5793,72,1,2010-12-05 12:06:44,2010-12-22 12:06:44,47,6,60,734
5794,43,4,2016-10-14 04:04:14,2016-10-29 04:04:14,168,3,65,52
5795,74,2,2012-12-11 04:14:21,2012-12-25 04:14:21,192,9,77,532
5796,17,9,2022-12-06 05:03:14,2022-12-20 05:03:14,66,15,88,323
5797,438,6,2017-04-02 15:38:31,2017-04-29 15:38:31,93,15,88,498
5798,149,4,2023-09-10 18:09:56,2023-09-27 18:09:56,39,18,24,235
5799,311,2,2011-04-04 00:16:55,2011-05-02 00:16:55,49,5,85,724
5800,282,4,2013-02-01 17:59:28,2013-02-16 17:59:28,107,13,75,832
5801,135,10,2013-08-13 21:23:24,2013-09-07 21:23:24,133,8,46,602
5802,329,1,2016-12-23 09:17:55,2017-01-14 09:17:55,135,9,50,615
5803,417,8,2021-09-27 08:44:50,2021-10-19 08:44:50,53,5,74,801
5804,457,6,2019-10-19 07:33:00,2019-11-09 07:33:00,131,9,97,343
5805,73,8,2019-06-11 03:22:54,2019-07-01 03:22:54,28,29,83,195
5806,28,3,2010-11-27 14:58:37,2010-12-18 14:58:37,67,30,39,402
5807,313,9,2015-05-23 03:37:56,2015-06-19 03:37:56,71,12,73,555
5808,372,1,2024-08-30 20:02:31,2024-09-22 20:02:31,155,2,49,409
5809,417,1,2024-04-24 21:10:29,2024-05-22 21:10:29,147,10,60,538
5810,499,1,2014-03-18 07:07:33,2014-04-04 07:07:33,107,5,55,298
5811,369,6,2013-04-14 12:26:19,2013-05-04 12:26:19,129,29,69,945
5812,303,9,2016-12-28 23:25:36,2017-01-20 23:25:36,128,6,35,275
5813,154,7,2016-07-07 18:21:46,2016-08-02 18:21:46,63,3,19,746
5814,351,5,2016-07-08 21:36:07,2016-07-30 21:36:07,36,22,6,594
5815,235,5,2020-01-20 02:46:20,2020-02-05 02:46:20,150,8,88,581
5816,23,10,2018-05-29 07:22:06,2018-06-25 07:22:06,133,3,88,82
5817,71,1,2015-10-17 18:45:42,2015-11-02 18:45:42,47,25,10,350
5818,50,3,2022-05-16 07:53:25,2022-06-09 07:53:25,166,22,65,363
5819,108,7,2021-03-16 17:58:20,2021-03-31 17:58:20,131,9,5,333
5820,431,2,2018-09-14 12:50:55,2018-10-02 12:50:55,184,13,86,340
5821,118,8,2015-12-29 03:47:01,2016-01-14 03:47:01,3,1,99,551
5822,464,8,2023-01-12 10:29:20,2023-02-08 10:29:20,128,16,48,80
5823,28,1,2020-10-16 14:51:59,2020-11-08 14:51:59,53,6,21,988
5824,221,1,2024-02-24 12:39:28,2024-03-20 12:39:28,122,8,37,779
5825,238,9,2022-01-11 11:26:36,2022-02-07 11:26:36,192,10,31,165
5826,240,5,2020-07-13 02:39:21,2020-08-02 02:39:21,137,10,55,279
5827,113,2,2011-07-21 10:52:45,2011-08-14 10:52:45,199,2,27,144
5828,119,9,2022-12-02 05:38:29,2022-12-19 05:38:29,170,26,46,831
5829,125,8,2012-02-15 16:14:00,2012-03-04 16:14:00,184,14,62,242
5830,383,6,2012-11-04 03:02:19,2012-11-18 03:02:19,141,11,69,179
5831,318,7,2018-03-05 08:14:30,2018-03-20 08:14:30,191,9,98,350
5832,492,10,2022-11-15 10:01:16,2022-12-08 10:01:16,108,18,20,142
5833,106,2,2023-06-10 00:53:48,2023-06-28 00:53:48,35,22,86,901
5834,77,6,2016-04-27 06:56:21,2016-05-12 06:56:21,94,17,65,629
5835,101,10,2023-01-16 13:46:11,2023-02-07 13:46:11,44,23,27,22
5836,279,2,2021-03-13 19:39:15,2021-04-03 19:39:15,69,4,17,946
5837,394,6,2011-07-09 03:14:52,2011-08-04 03:14:52,120,1,85,423
5838,463,1,2014-10-08 15:59:07,2014-10-29 15:59:07,118,16,80,721
5839,375,3,2023-06-21 09:02:01,2023-07-15 09:02:01,77,9,92,838
5840,154,8,2019-09-27 22:28:12,2019-10-16 22:28:12,84,21,78,987
5841,36,2,2014-12-14 12:16:19,2015-01-04 12:16:19,60,27,15,383
5842,387,7,2015-06-03 04:41:23,2015-06-29 04:41:23,135,27,63,216
5843,345,1,2013-08-08 23:24:48,2013-08-23 23:24:48,34,10,21,397
5844,152,6,2019-06-06 20:19:50,2019-07-02 20:19:50,154,24,55,908
5845,293,5,2020-06-05 05:52:55,2020-06-22 05:52:55,110,17,37,381
5846,110,2,2012-11-09 04:14:40,2012-12-01 04:14:40,4,26,74,15
5847,439,6,2020-11-18 10:31:43,2020-12-05 10:31:43,143,22,45,516
5848,244,3,2022-08-18 18:31:03,2022-09-12 18:31:03,97,7,88,192
5849,412,8,2014-09-26 22:32:44,2014-10-21 22:32:44,90,2,24,503
5850,37,10,2022-03-12 12:50:08,2022-04-05 12:50:08,40,13,40,189
5851,382,1,2022-02-04 11:01:24,2022-02-19 11:01:24,45,8,71,800
5852,417,3,2013-04-17 08:25:40,2013-05-08 08:25:40,133,27,71,32
5853,128,7,2012-09-04 05:28:48,2012-09-25 05:28:48,107,30,95,913
5854,366,5,2016-08-27 18:30:25,2016-09-22 18:30:25,146,16,6,388
5855,320,6,2023-04-01 11:22:40,2023-04-25 11:22:40,149,23,80,3
5856,376,2,2023-12-13 23:48:57,2024-01-07 23:48:57,145,27,52,679
5857,419,5,2012-07-01 01:53:21,2012-07-25 01:53:21,57,24,85,729
5858,177,7,2018-06-30 08:08:44,2018-07-17 08:08:44,37,7,75,342
5859,14,3,2014-05-22 20:10:02,2014-06-17 20:10:02,19,29,10,883
5860,452,9,2018-11-11 12:26:28,2018-11-26 12:26:28,121,1,88,46
5861,21,9,2015-07-11 22:14:26,2015-07-25 22:14:26,36,6,17,57
5862,121,3,2022-09-01 18:19:04,2022-09-20 18:19:04,192,6,6,555
5863,121,10,2019-01-11 01:57:36,2019-02-03 01:57:36,184,12,50,785
5864,271,10,2016-12-04 19:03:30,2016-12-18 19:03:30,136,1,38,435
5865,37,8,2024-09-02 00:57:49,2024-09-22 00:57:49,30,27,2,886
5866,147,8,2014-06-28 23:05:02,2014-07-13 23:05:02,138,6,34,829
5867,423,6,2020-09-29 17:53:37,2020-10-20 17:53:37,145,20,93,103
5868,63,8,2013-10-19 23:04:02,2013-11-14 23:04:02,50,19,6,810
5869,215,6,2013-01-06 17:38:59,2013-01-26 17:38:59,15,24,52,528
5870,323,9,2014-04-29 12:15:52,2014-05-21 12:15:52,94,15,92,440
5871,20,3,2018-11-07 22:25:06,2018-12-03 22:25:06,120,30,26,125
5872,11,4,2020-03-28 17:19:35,2020-04-17 17:19:35,90,2,20,706
5873,461,6,2020-07-16 09:23:24,2020-08-03 09:23:24,4,13,26,130
5874,238,1,2011-11-05 13:35:13,2011-11-30 13:35:13,177,23,87,358
5875,433,5,2019-07-18 17:11:34,2019-08-03 17:11:34,23,22,55,624
5876,132,6,2022-03-01 10:39:47,2022-03-28 10:39:47,111,29,39,391
5877,213,7,2013-06-17 02:31:58,2013-07-09 02:31:58,120,13,99,651
5878,338,5,2011-02-03 06:50:45,2011-03-03 06:50:45,106,20,16,285
5879,366,9,2010-12-15 21:37:00,2010-12-31 21:37:00,79,1,3,6
5880,463,1,2020-11-10 14:23:11,2020-12-08 14:23:11,179,4,28,779
5881,135,4,2018-09-16 18:26:35,2018-10-07 18:26:35,115,17,35,501
5882,50,1,2015-07-21 03:32:50,2015-08-15 03:32:50,195,16,31,520
5883,92,4,2021-04-02 20:26:50,2021-04-28 20:26:50,47,5,42,868
5884,483,9,2013-11-01 09:36:10,2013-11-26 09:36:10,177,8,29,493
5885,400,3,2016-07-12 18:29:32,2016-08-01 18:29:32,165,24,19,892
5886,369,4,2016-07-28 17:33:38,2016-08-14 17:33:38,69,11,6,119
5887,142,2,2023-07-02 17:31:18,2023-07-21 17:31:18,121,16,52,378
5888,276,7,2019-06-04 17:14:28,2019-06-25 17:14:28,112,3,6,716
5889,26,1,2012-04-13 11:19:33,2012-05-07 11:19:33,5,29,45,613
5890,437,2,2012-09-26 02:19:07,2012-10-11 02:19:07,136,29,49,167
5891,375,5,2019-05-28 06:06:04,2019-06-21 06:06:04,128,20,97,245
5892,111,4,2011-06-22 11:56:04,2011-07-15 11:56:04,78,17,86,592
5893,147,1,2022-05-29 23:26:01,2022-06-13 23:26:01,33,13,76,658
5894,200,4,2020-01-09 07:47:29,2020-02-02 07:47:29,23,11,90,356
5895,180,9,2022-01-29 15:20:24,2022-02-22 15:20:24,13,21,3,516
5896,190,8,2015-01-19 17:46:54,2015-02-09 17:46:54,198,11,59,337
5897,485,4,2016-02-03 17:49:40,2016-02-18 17:49:40,29,17,98,229
5898,371,9,2024-04-04 13:50:33,2024-04-29 13:50:33,35,7,63,56
5899,380,9,2019-03-07 20:28:58,2019-03-31 20:28:58,72,9,33,398
5900,478,6,2021-03-02 02:32:51,2021-03-24 02:32:51,5,4,86,203
5901,278,2,2017-08-09 01:31:02,2017-09-02 01:31:02,63,17,47,733
5902,347,5,2024-05-16 16:59:00,2024-06-13 16:59:00,28,18,40,182
5903,116,3,2024-03-14 19:11:34,2024-04-06 19:11:34,104,24,36,331
5904,24,2,2020-05-17 06:24:13,2020-06-07 06:24:13,121,28,58,256
5905,431,8,2022-01-02 18:32:09,2022-01-19 18:32:09,170,2,9,49
5906,186,4,2018-09-05 04:38:57,2018-09-25 04:38:57,103,2,45,302
5907,371,10,2013-09-25 15:47:54,2013-10-21 15:47:54,125,3,24,485
5908,120,2,2014-06-15 09:04:44,2014-07-08 09:04:44,161,2,69,160
5909,199,3,2019-08-09 19:44:40,2019-09-06 19:44:40,166,21,62,480
5910,215,10,2017-05-13 10:23:20,2017-06-01 10:23:20,156,23,79,768
5911,223,1,2019-05-18 08:43:51,2019-06-01 08:43:51,77,4,65,445
5912,421,7,2024-01-15 02:52:09,2024-02-07 02:52:09,3,20,47,394
5913,443,2,2019-06-27 03:58:07,2019-07-17 03:58:07,22,27,95,881
5914,96,9,2021-12-29 02:56:26,2022-01-20 02:56:26,148,5,12,724
5915,247,6,2024-07-18 13:35:19,2024-08-01 13:35:19,129,14,39,225
5916,288,4,2023-06-11 16:02:01,2023-06-30 16:02:01,6,19,64,330
5917,102,7,2016-05-04 10:48:55,2016-05-21 10:48:55,51,4,34,593
5918,484,3,2014-02-24 06:31:45,2014-03-23 06:31:45,129,21,76,418
5919,49,9,2014-01-16 04:49:23,2014-02-08 04:49:23,176,13,16,676
5920,164,7,2014-09-20 02:18:02,2014-10-11 02:18:02,140,14,28,257
5921,163,5,2018-02-20 04:50:01,2018-03-20 04:50:01,152,13,36,684
5922,87,3,2024-08-23 13:41:11,2024-09-16 13:41:11,8,14,99,582
5923,390,10,2013-09-20 12:28:37,2013-10-18 12:28:37,171,5,44,793
5924,271,4,2018-08-18 03:23:40,2018-09-06 03:23:40,14,1,26,819
5925,180,9,2018-01-22 04:55:24,2018-02-18 04:55:24,16,22,90,725
5926,398,8,2019-09-11 18:09:34,2019-10-03 18:09:34,95,13,81,977
5927,131,5,2013-01-09 12:12:02,2013-01-26 12:12:02,158,4,93,878
5928,21,9,2013-08-02 03:46:05,2013-08-29 03:46:05,133,12,30,298
5929,469,9,2022-04-16 21:34:25,2022-05-08 21:34:25,62,30,11,916
5930,427,3,2013-12-15 17:27:00,2014-01-07 17:27:00,113,24,21,959
5931,433,8,2021-06-19 21:09:50,2021-07-10 21:09:50,130,26,27,296
5932,255,10,2019-11-17 18:45:26,2019-12-01 18:45:26,176,21,25,141
5933,41,9,2017-11-13 09:11:11,2017-12-05 09:11:11,23,13,85,486
5934,461,8,2012-04-04 07:31:19,2012-04-19 07:31:19,116,22,13,123
5935,116,5,2012-03-20 09:24:39,2012-04-03 09:24:39,12,6,7,988
5936,252,4,2023-11-15 22:57:58,2023-12-13 22:57:58,112,3,64,319
5937,233,5,2011-02-13 14:36:42,2011-03-04 14:36:42,28,16,81,629
5938,258,5,2013-02-13 10:12:08,2013-02-28 10:12:08,164,17,1,19
5939,32,1,2017-11-28 15:22:18,2017-12-24 15:22:18,193,1,12,234
5940,31,3,2023-07-25 16:18:51,2023-08-11 16:18:51,185,4,36,845
5941,302,1,2022-06-14 17:22:17,2022-07-06 17:22:17,66,30,2,82
5942,373,4,2019-03-22 06:32:13,2019-04-06 06:32:13,198,21,74,166
5943,182,9,2015-03-03 00:10:03,2015-03-18 00:10:03,186,29,10,595
5944,239,8,2018-04-17 14:57:52,2018-05-03 14:57:52,38,9,37,256
5945,230,7,2015-04-30 21:53:17,2015-05-24 21:53:17,74,11,49,78
5946,375,5,2018-09-09 18:37:52,2018-10-01 18:37:52,110,18,74,911
5947,192,9,2011-07-24 18:05:47,2011-08-08 18:05:47,191,27,26,212
5948,204,6,2017-01-09 15:50:31,2017-02-06 15:50:31,159,25,57,317
5949,453,1,2023-04-25 12:05:38,2023-05-16 12:05:38,162,19,14,299
5950,237,2,2021-11-14 05:09:31,2021-12-06 05:09:31,155,6,90,690
5951,386,1,2019-06-25 10:03:35,2019-07-18 10:03:35,131,26,29,229
5952,455,3,2023-01-29 06:46:00,2023-02-20 06:46:00,191,13,45,433
5953,291,8,2013-05-26 11:12:19,2013-06-10 11:12:19,137,21,100,595
5954,279,2,2022-01-20 21:16:36,2022-02-09 21:16:36,35,13,52,422
5955,316,10,2017-04-01 05:36:25,2017-04-25 05:36:25,31,13,94,867
5956,433,10,2017-12-06 12:18:01,2017-12-29 12:18:01,41,24,92,469
5957,232,1,2019-02-19 06:43:17,2019-03-18 06:43:17,173,27,65,832
5958,218,7,2012-01-17 07:54:15,2012-02-10 07:54:15,91,15,102,304
5959,276,7,2012-02-08 07:22:44,2012-03-07 07:22:44,96,27,77,461
5960,340,6,2015-04-04 18:40:19,2015-04-25 18:40:19,154,30,60,503
5961,247,4,2016-04-23 13:35:27,2016-05-13 13:35:27,178,22,102,826
5962,260,1,2020-10-27 11:17:57,2020-11-20 11:17:57,11,29,60,326
5963,375,7,2022-02-12 12:53:15,2022-02-26 12:53:15,135,5,25,672
5964,128,8,2016-03-24 02:11:39,2016-04-18 02:11:39,61,27,29,580
5965,143,8,2017-02-19 00:07:13,2017-03-08 00:07:13,198,10,89,96
5966,341,3,2020-03-05 03:40:54,2020-04-02 03:40:54,112,16,72,513
5967,418,6,2024-05-04 10:08:55,2024-05-24 10:08:55,115,2,58,252
5968,420,9,2016-03-17 01:51:52,2016-04-10 01:51:52,95,9,52,4
5969,381,6,2016-11-01 08:17:10,2016-11-26 08:17:10,40,3,59,899
5970,70,2,2010-12-10 10:38:32,2010-12-27 10:38:32,64,7,1,654
5971,264,8,2015-10-21 00:56:46,2015-11-09 00:56:46,175,18,75,172
5972,322,9,2018-12-18 02:48:12,2019-01-13 02:48:12,135,29,2,169
5973,398,3,2017-01-29 17:27:51,2017-02-23 17:27:51,151,22,45,342
5974,385,8,2024-08-27 07:13:06,2024-09-22 07:13:06,102,20,97,224
5975,263,9,2024-07-12 11:08:48,2024-07-26 11:08:48,138,7,64,834
5976,17,8,2018-07-30 08:46:47,2018-08-23 08:46:47,154,24,75,744
5977,427,10,2013-03-14 19:15:09,2013-03-29 19:15:09,186,1,54,131
5978,351,2,2024-05-12 11:14:45,2024-05-29 11:14:45,89,24,37,231
5979,157,5,2012-01-25 20:24:45,2012-02-20 20:24:45,160,3,73,847
5980,159,8,2014-07-20 05:56:48,2014-08-10 05:56:48,1,21,70,995
5981,147,9,2016-04-21 21:10:54,2016-05-19 21:10:54,191,13,63,128
5982,361,8,2021-04-26 16:26:16,2021-05-11 16:26:16,194,25,21,301
5983,271,6,2019-07-16 00:45:11,2019-08-08 00:45:11,150,13,31,263
5984,217,6,2015-06-15 11:07:09,2015-07-02 11:07:09,186,28,7,994
5985,129,2,2022-04-13 13:24:19,2022-05-06 13:24:19,107,30,19,647
5986,400,7,2015-01-07 04:24:37,2015-02-01 04:24:37,117,6,35,12
5987,311,7,2022-05-08 12:26:58,2022-05-30 12:26:58,42,18,86,505
5988,43,4,2015-12-19 01:18:53,2016-01-02 01:18:53,37,28,13,382
5989,437,7,2014-05-23 18:08:26,2014-06-19 18:08:26,109,15,8,65
