LogisticsID,SalesOrderID,ProductID,PlantID,WarehouseID,EmployeeID,CustomerID,QuantityShippedIn,QuantityShippedOut,ShippingInDatetime,ShippingOutDatetime,DeliveryMethod,DeliveryStatusID,DeliveryDatetime,ClosingDatetime
5763,2732,120,8,10,56,874,690,5,2011-04-27 17:09:29,2011-05-30 17:09:29,Land,1,2011-06-12 17:09:29,
5764,9956,160,6,5,15,110,952,430,2020-11-06 18:04:23,2020-12-12 18:04:23,Sea,3,2020-12-22 18:04:23,2020-12-28 18:04:23
5765,6772,477,3,1,53,766,448,281,2013-04-20 02:24:01,2013-06-09 02:24:01,Land,3,2013-06-17 02:24:01,2013-07-10 02:24:01
5766,704,163,3,3,36,189,501,41,2021-04-12 11:47:45,2021-05-23 11:47:45,Air,4,2021-05-26 11:47:45,
5767,2800,473,7,5,9,65,251,570,2023-09-09 22:31:10,2023-10-12 22:31:10,Air,2,2023-10-20 22:31:10,
5768,6502,436,8,8,25,441,321,797,2020-12-28 09:14:09,2021-02-08 09:14:09,Land,4,2021-02-15 09:14:09,
5769,2864,252,1,2,24,994,984,527,2021-01-05 13:33:01,2021-02-11 13:33:01,Land,4,2021-02-24 13:33:01,
5770,5239,220,9,2,75,473,3,36,2019-10-03 00:25:32,2019-11-24 00:25:32,Sea,3,2019-12-06 00:25:32,2019-12-27 00:25:32
5771,3162,132,4,1,22,69,186,819,2012-10-01 08:09:28,2012-11-29 08:09:28,Land,2,2012-12-10 08:09:28,
5772,2031,382,5,8,56,346,508,193,2017-06-20 03:16:41,2017-08-11 03:16:41,Air,1,2017-08-19 03:16:41,
5773,3769,227,1,2,72,586,137,310,2016-03-15 05:07:04,2016-04-16 05:07:04,Air,3,2016-04-25 05:07:04,2016-05-07 05:07:04
5774,4137,457,4,3,46,519,462,216,2016-09-08 06:38:58,2016-10-12 06:38:58,Sea,4,2016-10-16 06:38:58,
5775,8854,478,4,3,5,948,400,629,2010-10-17 05:31:11,2010-12-04 05:31:11,Land,5,2010-12-13 05:31:11,
5776,8364,216,7,1,36,41,575,254,2012-12-23 23:07:28,2013-02-07 23:07:28,Air,4,2013-02-16 23:07:28,
5777,2384,435,6,2,28,744,2,884,2024-06-25 14:51:36,2024-08-01 14:51:36,Sea,2,2024-08-10 14:51:36,
5778,9406,473,5,2,44,54,332,105,2020-12-25 01:21:48,2021-01-26 01:21:48,Land,1,2021-02-07 01:21:48,
5779,4124,441,1,4,102,146,771,522,2011-12-08 13:02:57,2012-02-03 13:02:57,Sea,3,2012-02-06 13:02:57,2012-02-28 13:02:57
5780,7809,5,9,6,48,216,113,787,2020-04-29 16:44:42,2020-06-07 16:44:42,Land,4,2020-06-10 16:44:42,
5781,9991,214,1,6,88,33,853,397,2019-07-05 21:03:12,2019-08-31 21:03:12,Air,2,2019-09-08 21:03:12,
5782,9029,332,2,5,3,319,769,290,2022-08-28 05:51:39,2022-10-05 05:51:39,Air,5,2022-10-15 05:51:39,
5783,8512,185,8,7,85,247,835,947,2017-09-05 12:46:27,2017-10-22 12:46:27,Sea,5,2017-10-29 12:46:27,
5784,6557,156,2,5,50,763,759,827,2014-07-10 08:23:53,2014-09-07 08:23:53,Air,4,2014-09-09 08:23:53,
5785,8333,175,4,9,47,604,637,125,2023-01-08 07:18:03,2023-03-01 07:18:03,Land,3,2023-03-07 07:18:03,2023-03-13 07:18:03
5786,1652,280,1,10,73,16,91,188,2012-07-26 15:02:47,2012-09-02 15:02:47,Land,3,2012-09-10 15:02:47,2012-09-24 15:02:47
5787,7581,116,8,7,54,406,649,212,2014-01-13 14:30:43,2014-03-13 14:30:43,Sea,2,2014-03-20 14:30:43,
5788,1616,200,8,2,51,847,711,661,2018-04-18 00:49:01,2018-06-15 00:49:01,Sea,4,2018-06-29 00:49:01,
5789,2391,158,7,9,15,440,942,775,2013-02-17 10:46:44,2013-04-15 10:46:44,Sea,4,2013-04-19 10:46:44,
5790,4719,496,10,10,72,487,804,359,2014-04-16 20:10:17,2014-05-24 20:10:17,Sea,1,2014-05-29 20:10:17,
5791,2077,490,3,4,43,875,23,459,2012-12-07 11:59:57,2013-01-29 11:59:57,Land,4,2013-02-09 11:59:57,
5792,6411,48,4,2,37,482,710,223,2021-04-30 05:20:53,2021-06-27 05:20:53,Sea,4,2021-07-09 05:20:53,
5793,7651,213,4,4,4,25,128,765,2022-02-15 05:28:48,2022-04-11 05:28:48,Air,5,2022-04-16 05:28:48,
5794,9116,312,8,4,33,441,977,926,2018-08-25 04:21:57,2018-10-12 04:21:57,Sea,4,2018-10-15 04:21:57,
5795,3936,122,3,4,55,272,660,176,2012-05-11 07:15:14,2012-06-30 07:15:14,Air,4,2012-07-11 07:15:14,
5796,7465,436,2,8,39,318,747,667,2015-10-03 08:25:32,2015-11-16 08:25:32,Sea,1,2015-11-18 08:25:32,
5797,8443,370,3,5,29,226,141,392,2014-02-08 04:56:48,2014-03-27 04:56:48,Land,2,2014-04-03 04:56:48,
5798,9022,397,8,2,21,582,492,939,2024-02-09 06:53:36,2024-03-19 06:53:36,Air,4,2024-03-31 06:53:36,
5799,9970,495,8,6,28,19,981,63,2011-04-17 18:34:40,2011-06-02 18:34:40,Sea,3,2011-06-05 18:34:40,2011-06-22 18:34:40
5800,5448,37,8,4,27,933,86,388,2011-09-05 16:14:30,2011-10-23 16:14:30,Land,2,2011-10-28 16:14:30,
5801,4499,282,8,1,79,893,496,164,2020-11-22 04:58:10,2021-01-18 04:58:10,Land,2,2021-02-01 04:58:10,
5802,1782,32,6,8,73,842,489,562,2014-09-02 01:43:09,2014-10-06 01:43:09,Air,2,2014-10-09 01:43:09,
5803,5559,128,6,7,87,687,544,550,2014-10-11 05:40:26,2014-11-14 05:40:26,Land,1,2014-11-16 05:40:26,
5804,5068,236,7,8,63,30,699,650,2020-04-07 11:17:15,2020-05-12 11:17:15,Land,1,2020-05-20 11:17:15,
5805,9348,477,4,2,80,362,131,936,2017-09-16 02:16:59,2017-10-16 02:16:59,Sea,2,2017-10-20 02:16:59,
5806,2845,60,3,8,60,623,660,18,2011-11-18 16:23:21,2011-12-22 16:23:21,Air,4,2011-12-23 16:23:21,
5807,9395,159,5,1,3,770,465,445,2012-01-21 09:10:13,2012-02-22 09:10:13,Air,3,2012-02-23 09:10:13,2012-03-11 09:10:13
5808,2533,257,2,8,24,687,662,381,2012-04-09 04:27:31,2012-05-11 04:27:31,Land,1,2012-05-19 04:27:31,
5809,8823,390,7,6,102,693,296,38,2019-07-06 03:20:24,2019-08-28 03:20:24,Land,4,2019-08-30 03:20:24,
5810,4125,122,3,6,93,119,960,672,2024-01-23 04:28:30,2024-03-11 04:28:30,Land,5,2024-03-21 04:28:30,
5811,192,214,2,4,68,309,688,83,2013-02-05 07:01:01,2013-03-15 07:01:01,Sea,4,2013-03-21 07:01:01,
5812,1939,160,9,8,67,282,146,195,2023-01-23 19:39:39,2023-03-15 19:39:39,Air,4,2023-03-22 19:39:39,
5813,4840,13,5,9,16,76,748,502,2012-08-18 06:47:26,2012-10-01 06:47:26,Land,4,2012-10-03 06:47:26,
5814,9652,106,2,8,48,532,173,659,2020-10-06 02:43:06,2020-11-12 02:43:06,Air,3,2020-11-24 02:43:06,2020-12-14 02:43:06
5815,9942,58,9,6,32,76,695,813,2024-02-22 09:55:41,2024-03-31 09:55:41,Air,3,2024-04-08 09:55:41,2024-05-04 09:55:41
5816,4091,103,8,6,1,42,875,657,2022-09-26 15:16:12,2022-11-22 15:16:12,Land,4,2022-12-01 15:16:12,
5817,2969,72,4,1,41,261,65,485,2021-03-15 23:24:06,2021-05-11 23:24:06,Air,2,2021-05-16 23:24:06,
5818,9727,156,9,6,17,698,604,56,2023-07-06 00:19:56,2023-08-30 00:19:56,Sea,1,2023-09-11 00:19:56,
5819,5836,464,5,5,50,944,366,640,2012-11-03 05:10:47,2012-12-27 05:10:47,Air,2,2012-12-30 05:10:47,
5820,1012,345,6,5,75,293,844,838,2021-05-18 00:18:13,2021-06-19 00:18:13,Air,2,2021-06-20 00:18:13,
5821,5380,100,8,10,56,223,279,636,2015-12-22 00:26:04,2016-02-01 00:26:04,Sea,5,2016-02-03 00:26:04,
5822,84,380,5,9,40,749,149,444,2015-05-27 15:39:16,2015-07-20 15:39:16,Air,5,2015-07-29 15:39:16,
5823,9049,83,7,7,101,715,599,809,2022-09-29 17:16:04,2022-11-19 17:16:04,Air,5,2022-11-29 17:16:04,
5824,6268,455,4,2,52,939,257,628,2013-11-15 09:36:50,2014-01-04 09:36:50,Sea,4,2014-01-18 09:36:50,
5825,2246,257,3,3,4,135,451,659,2016-09-03 16:56:35,2016-10-07 16:56:35,Sea,4,2016-10-08 16:56:35,
5826,766,249,3,8,50,82,639,72,2022-03-22 18:16:30,2022-04-23 18:16:30,Land,5,2022-05-04 18:16:30,
5827,1380,161,1,8,25,506,247,872,2018-12-27 00:02:01,2019-02-13 00:02:01,Land,3,2019-02-15 00:02:01,2019-02-21 00:02:01
5828,2175,24,4,1,6,119,832,265,2011-03-13 01:53:48,2011-05-09 01:53:48,Land,5,2011-05-17 01:53:48,
5829,4804,438,2,8,47,815,299,752,2018-10-06 00:43:35,2018-11-06 00:43:35,Sea,3,2018-11-07 00:43:35,2018-11-28 00:43:35
5830,860,136,2,1,1,709,531,741,2016-07-28 08:48:58,2016-09-06 08:48:58,Air,3,2016-09-16 08:48:58,2016-10-02 08:48:58
5831,48,118,5,4,23,468,126,522,2013-10-08 08:26:01,2013-12-06 08:26:01,Air,4,2013-12-19 08:26:01,
5832,2938,10,9,3,74,146,736,581,2012-08-26 23:15:23,2012-10-16 23:15:23,Air,2,2012-10-17 23:15:23,
5833,6522,336,1,5,58,55,660,44,2020-07-27 09:10:53,2020-09-09 09:10:53,Air,2,2020-09-16 09:10:53,
5834,8600,342,4,8,29,806,219,816,2016-04-04 22:00:56,2016-06-02 22:00:56,Land,1,2016-06-09 22:00:56,
5835,4954,320,4,10,88,899,806,926,2011-02-14 15:23:38,2011-03-26 15:23:38,Sea,3,2011-03-27 15:23:38,2011-04-16 15:23:38
5836,2617,61,7,9,14,509,852,259,2017-05-05 19:11:08,2017-06-25 19:11:08,Land,2,2017-07-06 19:11:08,
5837,8468,189,4,8,21,228,628,203,2017-08-25 08:12:02,2017-10-10 08:12:02,Land,2,2017-10-20 08:12:02,
5838,7813,32,3,1,7,735,37,935,2022-11-10 13:07:38,2022-12-19 13:07:38,Sea,2,2022-12-24 13:07:38,
5839,3892,266,6,7,84,222,291,807,2015-01-04 03:38:11,2015-03-02 03:38:11,Air,4,2015-03-06 03:38:11,
5840,4356,427,8,7,23,747,53,573,2024-02-27 03:32:53,2024-04-18 03:32:53,Land,2,2024-05-02 03:32:53,
5841,9453,108,7,10,48,532,290,570,2020-10-18 11:23:28,2020-12-03 11:23:28,Sea,1,2020-12-13 11:23:28,
5842,3503,240,10,10,70,635,598,667,2022-01-14 17:29:32,2022-03-01 17:29:32,Land,4,2022-03-06 17:29:32,
5843,5051,276,2,7,68,123,718,695,2013-09-06 18:43:28,2013-10-30 18:43:28,Sea,2,2013-11-09 18:43:28,
5844,9787,120,8,4,74,662,938,500,2018-07-06 19:24:35,2018-08-09 19:24:35,Land,1,2018-08-23 19:24:35,
5845,2256,365,2,8,61,546,53,277,2022-01-24 01:46:53,2022-02-25 01:46:53,Sea,2,2022-02-26 01:46:53,
5846,2954,414,10,6,39,82,759,533,2015-06-29 04:29:42,2015-08-11 04:29:42,Sea,4,2015-08-18 04:29:42,
5847,1639,126,10,3,65,472,936,335,2013-03-26 17:24:02,2013-04-26 17:24:02,Air,4,2013-05-08 17:24:02,
5848,1662,398,8,2,54,266,825,111,2011-08-20 19:11:21,2011-10-03 19:11:21,Air,1,2011-10-08 19:11:21,
5849,2084,153,1,7,78,201,222,215,2023-12-23 10:29:04,2024-02-20 10:29:04,Sea,1,2024-02-25 10:29:04,
5850,3508,160,1,10,19,306,254,936,2016-03-01 19:28:25,2016-04-20 19:28:25,Sea,5,2016-04-30 19:28:25,
5851,9853,451,5,1,8,440,483,617,2021-04-30 08:07:28,2021-05-31 08:07:28,Air,2,2021-06-10 08:07:28,
5852,5851,481,6,4,70,414,944,898,2014-05-29 02:54:05,2014-07-26 02:54:05,Land,1,2014-08-06 02:54:05,
5853,2907,277,7,7,86,197,353,810,2022-10-17 16:18:51,2022-12-14 16:18:51,Air,4,2022-12-17 16:18:51,
5854,3263,24,10,5,81,525,495,504,2010-12-02 15:43:40,2011-01-30 15:43:40,Land,4,2011-02-09 15:43:40,
5855,1838,152,4,10,14,582,375,840,2020-03-29 23:13:27,2020-04-29 23:13:27,Land,4,2020-05-11 23:13:27,
5856,7452,89,3,8,74,531,507,608,2019-06-24 03:19:22,2019-07-28 03:19:22,Sea,3,2019-08-06 03:19:22,2019-08-13 03:19:22
5857,3039,292,8,7,95,321,365,681,2012-03-29 05:19:36,2012-05-07 05:19:36,Sea,4,2012-05-14 05:19:36,
5858,7395,351,2,10,78,597,239,482,2018-07-29 09:50:04,2018-09-18 09:50:04,Air,3,2018-09-28 09:50:04,2018-10-25 09:50:04
5859,284,309,8,2,84,380,211,103,2016-04-16 14:33:38,2016-05-20 14:33:38,Sea,5,2016-06-03 14:33:38,
5860,7875,360,6,3,65,876,780,724,2013-01-25 10:12:51,2013-03-04 10:12:51,Sea,5,2013-03-16 10:12:51,
5861,2030,91,10,6,4,898,338,753,2023-04-17 19:20:48,2023-06-09 19:20:48,Sea,2,2023-06-20 19:20:48,
5862,3556,435,8,7,18,87,727,265,2012-04-18 23:47:15,2012-06-14 23:47:15,Air,3,2012-06-27 23:47:15,2012-06-29 23:47:15
5863,3320,363,4,1,28,310,103,256,2017-12-07 11:51:25,2018-01-09 11:51:25,Air,1,2018-01-10 11:51:25,
5864,8454,433,1,9,58,951,610,64,2013-07-21 23:51:25,2013-09-15 23:51:25,Sea,4,2013-09-25 23:51:25,
5865,8367,145,8,4,94,841,57,977,2017-05-17 07:01:51,2017-06-27 07:01:51,Air,5,2017-07-09 07:01:51,
5866,9255,138,4,8,41,333,208,884,2016-03-25 03:48:58,2016-04-24 03:48:58,Sea,3,2016-05-03 03:48:58,2016-05-15 03:48:58
5867,1486,337,5,1,40,128,334,112,2016-06-28 15:50:11,2016-08-17 15:50:11,Sea,2,2016-08-24 15:50:11,
5868,1562,232,8,9,84,863,587,204,2012-10-26 14:53:26,2012-12-23 14:53:26,Air,5,2013-01-03 14:53:26,
5869,7874,461,6,4,52,133,195,867,2015-04-15 14:53:12,2015-06-09 14:53:12,Air,1,2015-06-17 14:53:12,
5870,7203,464,1,9,69,357,886,756,2016-01-04 13:03:58,2016-02-23 13:03:58,Land,4,2016-03-06 13:03:58,
5871,7045,273,9,9,56,349,300,720,2018-09-01 12:22:01,2018-10-23 12:22:01,Sea,4,2018-10-24 12:22:01,
5872,4069,381,3,2,30,333,214,1000,2021-06-07 12:48:18,2021-08-01 12:48:18,Land,4,2021-08-04 12:48:18,
5873,201,445,8,4,91,533,989,20,2013-10-13 08:33:06,2013-11-18 08:33:06,Air,2,2013-11-21 08:33:06,
5874,9459,154,6,8,53,899,153,595,2015-04-13 13:49:27,2015-06-07 13:49:27,Sea,5,2015-06-21 13:49:27,
5875,9789,480,3,7,53,752,755,935,2020-06-09 16:38:31,2020-07-12 16:38:31,Air,1,2020-07-15 16:38:31,
5876,2535,181,6,10,89,792,83,844,2011-04-17 04:17:08,2011-05-20 04:17:08,Land,3,2011-06-02 04:17:08,2011-07-01 04:17:08
5877,763,129,8,6,81,670,292,507,2021-11-08 17:20:44,2021-12-15 17:20:44,Air,3,2021-12-25 17:20:44,2021-12-31 17:20:44
5878,7850,314,5,4,51,490,368,466,2011-11-25 09:06:51,2011-12-26 09:06:51,Sea,2,2012-01-02 09:06:51,
5879,7528,274,1,2,94,129,332,756,2019-05-31 13:57:04,2019-07-06 13:57:04,Air,4,2019-07-13 13:57:04,
5880,8726,292,5,8,24,742,421,95,2020-11-27 18:35:18,2020-12-30 18:35:18,Air,5,2021-01-12 18:35:18,
5881,3536,202,5,8,43,844,135,143,2024-08-12 18:43:15,2024-09-12 18:43:15,Sea,3,2024-09-14 18:43:15,2024-10-07 18:43:15
5882,3859,344,10,7,35,13,758,945,2012-04-12 12:31:47,2012-06-07 12:31:47,Sea,3,2012-06-20 12:31:47,2012-07-14 12:31:47
5883,5860,175,10,8,83,904,301,615,2016-06-12 01:12:35,2016-07-25 01:12:35,Air,5,2016-08-08 01:12:35,
5884,660,120,5,5,94,343,21,717,2019-06-04 16:32:28,2019-07-07 16:32:28,Sea,3,2019-07-20 16:32:28,2019-08-12 16:32:28
5885,7621,268,7,1,91,926,76,876,2022-03-20 10:25:54,2022-05-04 10:25:54,Land,4,2022-05-08 10:25:54,
5886,8349,453,9,7,14,2,644,282,2017-11-15 23:41:32,2017-12-23 23:41:32,Sea,5,2018-01-02 23:41:32,
5887,163,486,1,10,75,879,576,55,2019-01-25 04:07:53,2019-02-28 04:07:53,Air,5,2019-03-07 04:07:53,
5888,7114,367,4,7,29,362,422,46,2011-10-03 08:58:01,2011-11-23 08:58:01,Air,5,2011-12-04 08:58:01,
5889,755,395,6,3,47,74,656,163,2017-08-11 04:09:45,2017-09-30 04:09:45,Air,3,2017-10-14 04:09:45,2017-10-26 04:09:45
5890,7396,374,5,10,22,413,584,529,2020-08-01 12:24:44,2020-09-06 12:24:44,Sea,4,2020-09-16 12:24:44,
5891,3111,203,1,9,8,658,303,644,2024-07-27 16:35:54,2024-09-14 16:35:54,Land,3,2024-09-26 16:35:54,2024-10-22 16:35:54
5892,8488,291,3,2,52,410,527,644,2013-12-28 09:39:11,2014-01-30 09:39:11,Land,3,2014-02-06 09:39:11,2014-03-03 09:39:11
5893,4081,27,5,1,41,620,350,378,2019-10-05 07:15:50,2019-11-13 07:15:50,Sea,5,2019-11-15 07:15:50,
5894,5723,18,4,10,34,277,459,173,2024-03-20 16:00:00,2024-04-21 16:00:00,Land,2,2024-04-25 16:00:00,
5895,3430,426,10,3,91,189,769,330,2015-09-14 04:04:02,2015-10-27 04:04:02,Sea,2,2015-10-30 04:04:02,
5896,5761,52,10,9,63,626,465,94,2011-01-10 13:11:21,2011-02-20 13:11:21,Sea,3,2011-03-01 13:11:21,2011-03-22 13:11:21
5897,6198,484,10,1,90,51,121,331,2016-12-17 18:53:10,2017-01-29 18:53:10,Air,2,2017-02-10 18:53:10,
5898,4516,102,8,5,79,922,20,681,2020-11-19 16:07:42,2021-01-06 16:07:42,Air,4,2021-01-20 16:07:42,
5899,5720,150,8,10,78,602,920,131,2020-11-14 12:27:42,2020-12-20 12:27:42,Land,3,2021-01-03 12:27:42,2021-01-13 12:27:42
5900,4001,192,3,8,84,255,150,393,2013-04-25 03:50:42,2013-06-16 03:50:42,Sea,2,2013-06-26 03:50:42,
5901,3351,100,7,4,59,456,346,362,2020-12-28 20:09:32,2021-02-07 20:09:32,Land,2,2021-02-11 20:09:32,
5902,8712,368,2,6,40,194,724,700,2010-11-27 10:31:04,2010-12-30 10:31:04,Land,5,2011-01-13 10:31:04,
5903,3815,318,9,7,73,713,920,463,2012-02-06 00:23:16,2012-03-29 00:23:16,Sea,2,2012-04-12 00:23:16,
5904,4148,400,10,3,82,701,747,63,2020-05-19 03:50:37,2020-07-16 03:50:37,Sea,1,2020-07-17 03:50:37,
5905,6037,356,5,4,78,484,867,840,2016-08-06 15:47:41,2016-09-17 15:47:41,Sea,2,2016-09-27 15:47:41,
5906,9188,322,2,7,51,223,713,574,2017-08-08 07:32:14,2017-09-25 07:32:14,Air,1,2017-10-02 07:32:14,
5907,7821,74,9,2,29,119,373,238,2023-01-11 19:29:32,2023-03-04 19:29:32,Land,5,2023-03-18 19:29:32,
5908,2439,86,2,7,31,145,308,574,2024-02-27 11:40:59,2024-03-30 11:40:59,Land,5,2024-04-06 11:40:59,
5909,4765,153,3,5,77,626,643,609,2013-07-13 17:03:47,2013-09-09 17:03:47,Land,3,2013-09-19 17:03:47,2013-09-29 17:03:47
5910,3322,416,6,9,64,309,226,168,2017-04-01 08:56:52,2017-05-17 08:56:52,Sea,5,2017-05-19 08:56:52,
5911,9192,384,8,7,38,149,219,353,2016-08-12 02:04:12,2016-09-20 02:04:12,Land,2,2016-09-28 02:04:12,
5912,6693,440,7,9,85,221,25,790,2017-11-27 21:31:21,2018-01-24 21:31:21,Sea,5,2018-01-29 21:31:21,
5913,4242,259,7,9,21,628,458,564,2020-09-19 10:33:42,2020-11-07 10:33:42,Land,1,2020-11-18 10:33:42,
5914,1937,241,7,10,16,282,717,136,2020-05-21 11:48:39,2020-07-01 11:48:39,Sea,5,2020-07-06 11:48:39,
5915,4203,235,5,10,5,26,562,185,2020-09-14 04:37:00,2020-11-12 04:37:00,Sea,2,2020-11-19 04:37:00,
5916,803,208,1,7,4,133,624,768,2023-12-29 02:51:04,2024-02-14 02:51:04,Land,4,2024-02-27 02:51:04,
5917,5756,327,5,6,74,418,880,286,2015-12-29 18:27:57,2016-02-03 18:27:57,Land,2,2016-02-09 18:27:57,
5918,3422,309,9,1,56,785,764,124,2020-09-02 14:49:51,2020-10-03 14:49:51,Sea,4,2020-10-08 14:49:51,
5919,2751,321,6,6,25,60,432,621,2016-05-22 16:48:23,2016-07-21 16:48:23,Land,5,2016-07-31 16:48:23,
5920,3777,50,5,7,50,881,803,964,2010-09-26 11:10:28,2010-10-30 11:10:28,Land,5,2010-11-09 11:10:28,
5921,9601,274,4,10,20,300,137,632,2017-01-09 09:08:44,2017-03-09 09:08:44,Sea,4,2017-03-11 09:08:44,
5922,7638,263,4,4,85,447,407,1,2020-01-08 06:05:42,2020-03-01 06:05:42,Sea,2,2020-03-13 06:05:42,
5923,2972,276,7,5,54,842,268,444,2024-06-21 13:32:50,2024-08-06 13:32:50,Land,4,2024-08-07 13:32:50,
5924,6137,374,6,4,85,415,399,997,2012-06-03 21:36:48,2012-07-20 21:36:48,Sea,4,2012-07-27 21:36:48,
5925,2152,405,3,9,70,270,58,214,2017-08-02 02:48:07,2017-09-18 02:48:07,Land,2,2017-09-28 02:48:07,
5926,247,259,3,3,11,481,674,7,2013-04-20 16:03:49,2013-05-28 16:03:49,Sea,2,2013-06-10 16:03:49,
5927,2074,189,4,2,82,651,643,163,2011-12-26 21:33:20,2012-01-28 21:33:20,Sea,5,2012-02-04 21:33:20,
5928,8555,227,5,6,14,708,130,51,2022-03-29 07:29:26,2022-05-22 07:29:26,Air,5,2022-05-23 07:29:26,
5929,3742,77,6,6,76,207,672,141,2018-08-24 15:53:41,2018-09-29 15:53:41,Sea,4,2018-10-03 15:53:41,
5930,1116,368,10,7,66,200,843,32,2022-07-19 04:27:41,2022-08-19 04:27:41,Air,5,2022-08-31 04:27:41,
5931,8670,12,6,8,40,564,281,652,2023-01-01 14:33:20,2023-02-27 14:33:20,Sea,1,2023-03-01 14:33:20,
5932,4485,394,4,3,31,607,449,178,2014-12-13 00:16:28,2015-01-25 00:16:28,Land,2,2015-01-29 00:16:28,
5933,4077,289,6,7,87,590,688,637,2015-05-30 14:50:36,2015-07-08 14:50:36,Sea,1,2015-07-22 14:50:36,
5934,3005,499,1,1,55,471,954,992,2023-03-13 06:03:52,2023-04-16 06:03:52,Sea,4,2023-04-17 06:03:52,
5935,3556,377,1,9,62,15,952,269,2021-08-08 15:18:00,2021-09-10 15:18:00,Sea,2,2021-09-22 15:18:00,
5936,4526,499,1,4,77,900,222,467,2010-11-08 04:40:22,2010-12-29 04:40:22,Land,1,2011-01-10 04:40:22,
5937,7215,226,8,2,68,301,30,214,2011-07-23 18:56:13,2011-08-23 18:56:13,Air,5,2011-08-29 18:56:13,
5938,8549,224,9,7,34,236,248,483,2012-07-10 22:20:13,2012-08-14 22:20:13,Air,2,2012-08-16 22:20:13,
5939,1327,345,6,6,16,958,146,497,2018-03-03 03:06:40,2018-05-02 03:06:40,Sea,2,2018-05-15 03:06:40,
5940,3302,137,5,2,11,566,731,444,2016-03-10 22:15:05,2016-04-10 22:15:05,Sea,1,2016-04-20 22:15:05,
5941,8291,385,1,7,39,272,679,799,2013-11-18 06:54:15,2013-12-30 06:54:15,Land,1,2014-01-07 06:54:15,
5942,3571,128,6,9,79,901,105,359,2017-10-05 05:26:11,2017-11-17 05:26:11,Sea,1,2017-12-01 05:26:11,
5943,7746,53,1,1,66,289,726,263,2024-05-19 22:46:28,2024-07-12 22:46:28,Land,4,2024-07-19 22:46:28,
5944,1538,33,4,10,57,268,847,187,2018-03-19 23:40:36,2018-05-02 23:40:36,Sea,5,2018-05-04 23:40:36,
5945,7512,23,9,10,83,415,56,92,2019-12-13 19:12:53,2020-02-09 19:12:53,Land,4,2020-02-13 19:12:53,
5946,2291,327,1,1,34,427,192,809,2021-02-14 18:01:52,2021-03-20 18:01:52,Land,2,2021-03-31 18:01:52,
5947,9901,342,9,5,67,318,512,743,2011-03-26 03:43:07,2011-04-30 03:43:07,Land,4,2011-05-14 03:43:07,
5948,5394,9,4,1,57,138,620,873,2020-03-05 21:13:19,2020-04-30 21:13:19,Land,3,2020-05-08 21:13:19,2020-06-05 21:13:19
5949,1005,168,9,1,91,220,372,28,2019-06-03 01:43:27,2019-07-17 01:43:27,Air,3,2019-07-24 01:43:27,2019-08-18 01:43:27
5950,3624,351,5,7,90,340,647,640,2018-09-12 11:26:09,2018-11-01 11:26:09,Sea,2,2018-11-05 11:26:09,
5951,5203,37,10,9,30,523,463,893,2017-11-21 13:45:40,2018-01-05 13:45:40,Sea,1,2018-01-19 13:45:40,
5952,8446,402,2,1,31,362,365,847,2014-05-06 17:36:34,2014-07-02 17:36:34,Air,1,2014-07-13 17:36:34,
5953,9863,36,2,9,88,482,621,438,2023-03-15 11:34:06,2023-05-04 11:34:06,Land,3,2023-05-12 11:34:06,2023-05-31 11:34:06
5954,4805,83,1,8,24,832,755,528,2022-02-24 19:57:16,2022-04-19 19:57:16,Land,5,2022-04-30 19:57:16,
5955,5672,77,5,1,6,272,43,359,2011-11-23 11:04:16,2012-01-11 11:04:16,Air,1,2012-01-24 11:04:16,
5956,7891,122,1,8,81,828,341,264,2017-07-11 17:37:57,2017-08-30 17:37:57,Land,3,2017-08-31 17:37:57,2017-09-03 17:37:57
5957,2287,107,6,8,76,546,521,808,2012-04-21 01:20:33,2012-05-24 01:20:33,Land,1,2012-06-01 01:20:33,
5958,6995,318,9,3,53,57,779,66,2013-03-05 07:14:17,2013-04-25 07:14:17,Sea,2,2013-04-29 07:14:17,
5959,6439,394,3,7,6,748,140,430,2011-07-14 19:40:17,2011-08-30 19:40:17,Sea,5,2011-09-06 19:40:17,
5960,383,93,7,3,95,44,448,315,2024-03-08 09:45:17,2024-04-11 09:45:17,Land,3,2024-04-19 09:45:17,2024-05-11 09:45:17
5961,1690,225,8,1,37,484,570,531,2018-04-14 15:20:06,2018-06-13 15:20:06,Air,4,2018-06-14 15:20:06,
5962,4958,216,8,1,75,109,997,188,2010-11-27 14:29:32,2011-01-13 14:29:32,Land,3,2011-01-19 14:29:32,2011-02-10 14:29:32
5963,343,180,8,6,2,218,454,438,2020-05-06 20:36:31,2020-06-27 20:36:31,Sea,3,2020-07-05 20:36:31,2020-07-06 20:36:31
5964,7761,459,7,2,37,162,919,659,2013-08-25 00:39:42,2013-10-02 00:39:42,Land,5,2013-10-06 00:39:42,
5965,57,19,8,5,27,178,381,826,2014-03-01 02:13:13,2014-04-12 02:13:13,Air,5,2014-04-20 02:13:13,
5966,71,160,5,9,67,652,212,355,2024-08-09 05:33:08,2024-09-12 05:33:08,Air,5,2024-09-25 05:33:08,
5967,4645,296,2,7,79,2,668,840,2018-01-19 05:37:22,2018-03-02 05:37:22,Sea,1,2018-03-08 05:37:22,
