AllowanceID,EmployeeID,AllowanceType,Amount,AllowanceDate,Comment
4329,58,salary,1081.65,2020-10-30 00:31:15,
4330,58,annual bonus,8969.76,2020-12-15 00:31:15,
4331,58,salary,2415.32,2021-01-15 00:31:15,
4332,58,salary,1929.35,2021-04-30 00:31:15,
4333,58,training,6501.4,2021-07-01 00:31:15,
4334,58,salary,1868.4,2021-07-30 00:31:15,
4335,58,salary,,2021-10-15 00:31:15,leave
4336,58,annual bonus,9449.53,2021-12-15 00:31:15,
4337,58,salary,2040.05,2022-04-15 00:31:15,
4338,58,training,4248.01,2022-07-01 00:31:15,
4339,58,salary,2203.58,2022-07-15 00:31:15,
4340,58,salary,1916.11,2022-09-30 00:31:15,
4341,58,annual bonus,5509.04,2022-12-15 00:31:15,
4342,58,salary,1083.68,2022-12-30 00:31:15,
4343,58,salary,2274.89,2023-06-30 00:31:15,
4344,58,training,6469.21,2023-07-01 00:31:15,
4345,58,salary,1616.66,2023-09-15 00:31:15,
4346,58,salary,2181.21,2023-12-15 00:31:15,
4347,58,annual bonus,7266.6,2023-12-15 00:31:15,
4348,58,salary,1696.31,2024-03-15 00:31:15,
4349,58,training,6480.84,2024-07-01 00:31:15,
4350,58,salary,1151.92,2024-08-30 00:31:15,
4351,59,salary,,2010-10-15 00:31:15,leave
4352,59,annual bonus,7938.48,2010-12-15 00:31:15,
4353,59,salary,,2011-04-15 00:31:15,sick
4354,59,training,6371.55,2011-07-01 00:31:15,
4355,59,salary,2261.17,2011-07-15 00:31:15,
4356,59,salary,1188.97,2011-09-30 00:31:15,
4357,59,annual bonus,6776.6,2011-12-15 00:31:15,
4358,59,salary,1722.1,2011-12-30 00:31:15,
4359,59,salary,1278.89,2012-03-30 00:31:15,
4360,59,salary,1066.11,2012-06-15 00:31:15,
4361,59,training,6338.09,2012-07-01 00:31:15,
4362,59,salary,1769.69,2012-11-30 00:31:15,
4363,59,annual bonus,6788.36,2012-12-15 00:31:15,
4364,59,salary,1875.5,2013-02-15 00:31:15,
4365,59,salary,1218.44,2013-03-15 00:31:15,
4366,59,training,6413.32,2013-07-01 00:31:15,
4367,59,salary,1436.6,2013-08-30 00:31:15,
4368,59,salary,1776.52,2013-11-15 00:31:15,
4369,59,annual bonus,5722.86,2013-12-15 00:31:15,
4370,59,salary,1356.08,2014-05-30 00:31:15,
4371,59,training,6237.8,2014-07-01 00:31:15,
4372,59,salary,1081.91,2014-08-15 00:31:15,
4373,59,annual bonus,9881.58,2014-12-15 00:31:15,
4374,59,salary,1960.83,2015-01-30 00:31:15,
4375,59,salary,1102.61,2015-05-15 00:31:15,
4376,59,training,5902.9,2015-07-01 00:31:15,
4377,59,salary,2037.76,2015-10-30 00:31:15,
4378,59,annual bonus,8461.38,2015-12-15 00:31:15,
4379,59,salary,2278.01,2016-01-15 00:31:15,
4380,59,salary,1503.49,2016-04-15 00:31:15,
4381,59,training,5314.48,2016-07-01 00:31:15,
4382,59,salary,1157.27,2016-07-15 00:31:15,
4383,59,salary,2365.81,2016-09-30 00:31:15,
4384,59,annual bonus,9598.85,2016-12-15 00:31:15,
4385,59,salary,1958.15,2016-12-30 00:31:15,
4386,59,salary,1699.81,2017-06-30 00:31:15,
4387,59,training,5922.98,2017-07-01 00:31:15,
4388,59,salary,2152.52,2017-09-15 00:31:15,
4389,59,salary,2210.91,2017-12-15 00:31:15,
4390,59,annual bonus,7001.16,2017-12-15 00:31:15,
4391,59,salary,,2018-03-30 00:31:15,sick
4392,59,salary,,2018-06-15 00:31:15,sick
4393,59,training,4569.61,2018-07-01 00:31:15,
4394,59,salary,1660.61,2018-11-30 00:31:15,
4395,59,annual bonus,9562.63,2018-12-15 00:31:15,
4396,59,salary,1539.86,2019-02-15 00:31:15,
4397,59,salary,1298.68,2019-03-15 00:31:15,
4398,59,training,4875.78,2019-07-01 00:31:15,
4399,59,salary,1393,2019-08-30 00:31:15,
4400,59,salary,2271.3,2019-11-15 00:31:15,
4401,59,annual bonus,5979.74,2019-12-15 00:31:15,
4402,59,salary,1264.12,2020-05-15 00:31:15,
4403,59,training,4404.76,2020-07-01 00:31:15,
4404,59,salary,2247.17,2020-10-30 00:31:15,
4405,59,annual bonus,8273.69,2020-12-15 00:31:15,
4406,59,salary,2327.52,2021-01-15 00:31:15,
4407,59,salary,1315.36,2021-04-30 00:31:15,
4408,59,training,5478.56,2021-07-01 00:31:15,
4409,59,salary,1558.53,2021-07-30 00:31:15,
4410,59,salary,1790.39,2021-10-15 00:31:15,
4411,59,annual bonus,8115.4,2021-12-15 00:31:15,
4412,59,salary,1650.58,2022-04-15 00:31:15,
4413,59,training,4473.97,2022-07-01 00:31:15,
4414,59,salary,2324.08,2022-07-15 00:31:15,
4415,59,salary,1284.46,2022-09-30 00:31:15,
4416,59,annual bonus,8471.08,2022-12-15 00:31:15,
4417,59,salary,1476.93,2022-12-30 00:31:15,
4418,59,salary,1954.21,2023-06-30 00:31:15,
4419,59,training,7052.33,2023-07-01 00:31:15,
4420,59,salary,1880.99,2023-09-15 00:31:15,
4421,59,salary,1441.27,2023-12-15 00:31:15,
4422,59,annual bonus,6235.61,2023-12-15 00:31:15,
4423,59,salary,1944.19,2024-03-15 00:31:15,
4424,59,training,4505.83,2024-07-01 00:31:15,
4425,59,salary,1762.4,2024-08-30 00:31:15,
4426,60,salary,1733.49,2010-10-15 00:31:15,
4427,60,annual bonus,8922.54,2010-12-15 00:31:15,
4428,60,salary,2186.5,2011-04-15 00:31:15,
4429,60,training,4669.73,2011-07-01 00:31:15,
4430,60,salary,1582.17,2011-07-15 00:31:15,
4431,60,salary,2126.7,2011-09-30 00:31:15,
4432,60,annual bonus,7593.94,2011-12-15 00:31:15,
4433,60,salary,1268.5,2011-12-30 00:31:15,
4434,60,salary,1788.21,2012-03-30 00:31:15,
4435,60,salary,2433.63,2012-06-15 00:31:15,
4436,60,training,6324.75,2012-07-01 00:31:15,
4437,60,salary,1957.16,2012-11-30 00:31:15,
4438,60,annual bonus,8248.04,2012-12-15 00:31:15,
4439,60,salary,1310.8,2013-02-15 00:31:15,
4440,60,salary,1678.12,2013-03-15 00:31:15,
4441,60,training,4874.37,2013-07-01 00:31:15,
4442,60,salary,1637.53,2013-08-30 00:31:15,
4443,60,salary,1235.81,2013-11-15 00:31:15,
4444,60,annual bonus,6272.39,2013-12-15 00:31:15,
4445,60,salary,1127.14,2014-05-30 00:31:15,
4446,60,training,5180.19,2014-07-01 00:31:15,
4447,60,salary,1778.23,2014-08-15 00:31:15,
4448,60,annual bonus,5205.67,2014-12-15 00:31:15,
4449,60,salary,1768.39,2015-01-30 00:31:15,
4450,60,salary,1676.73,2015-05-15 00:31:15,
4451,60,training,5470.05,2015-07-01 00:31:15,
4452,60,salary,1746.31,2015-10-30 00:31:15,
4453,60,annual bonus,5123.57,2015-12-15 00:31:15,
4454,60,salary,1662.53,2016-01-15 00:31:15,
4455,60,salary,1113.83,2016-04-15 00:31:15,
4456,60,training,5178.07,2016-07-01 00:31:15,
4457,60,salary,1752.65,2016-07-15 00:31:15,
4458,60,salary,1117.24,2016-09-30 00:31:15,
4459,60,annual bonus,6138.48,2016-12-15 00:31:15,
4460,60,salary,1177.88,2016-12-30 00:31:15,
4461,60,salary,1819.04,2017-06-30 00:31:15,
4462,60,training,6700.43,2017-07-01 00:31:15,
4463,60,salary,1375.04,2017-09-15 00:31:15,
4464,60,salary,2152.72,2017-12-15 00:31:15,
4465,60,annual bonus,5953.02,2017-12-15 00:31:15,
4466,60,salary,1906.05,2018-03-30 00:31:15,
4467,60,salary,2282.5,2018-06-15 00:31:15,
4468,60,training,6172.5,2018-07-01 00:31:15,
4469,60,salary,1391.7,2018-11-30 00:31:15,
4470,60,annual bonus,6408.94,2018-12-15 00:31:15,
4471,60,salary,1519.95,2019-02-15 00:31:15,
4472,60,salary,2418.72,2019-03-15 00:31:15,
4473,60,training,7031.22,2019-07-01 00:31:15,
4474,60,salary,1017.84,2019-08-30 00:31:15,
4475,60,salary,2483.91,2019-11-15 00:31:15,
4476,60,annual bonus,9326.47,2019-12-15 00:31:15,
4477,60,salary,1341.37,2020-05-15 00:31:15,
4478,60,training,4839.5,2020-07-01 00:31:15,
4479,60,salary,1350.58,2020-10-30 00:31:15,
4480,60,annual bonus,7762.52,2020-12-15 00:31:15,
4481,60,salary,1703.11,2021-01-15 00:31:15,
4482,60,salary,1510.99,2021-04-30 00:31:15,
4483,60,training,7383.21,2021-07-01 00:31:15,
4484,60,salary,1643.19,2021-07-30 00:31:15,
4485,60,salary,1626.53,2021-10-15 00:31:15,
4486,60,annual bonus,9263.87,2021-12-15 00:31:15,
4487,60,salary,1045.16,2022-04-15 00:31:15,
4488,60,training,7495,2022-07-01 00:31:15,
4489,60,salary,1458.36,2022-07-15 00:31:15,
4490,60,salary,1749.7,2022-09-30 00:31:15,
4491,60,annual bonus,6772.96,2022-12-15 00:31:15,
4492,60,salary,1338.24,2022-12-30 00:31:15,
4493,60,salary,2128.94,2023-06-30 00:31:15,
4494,60,training,6762.07,2023-07-01 00:31:15,
4495,60,salary,1449.46,2023-09-15 00:31:15,
4496,60,salary,,2023-12-15 00:31:15,sick
4497,60,annual bonus,5768.3,2023-12-15 00:31:15,
4498,60,salary,2428.96,2024-03-15 00:31:15,
4499,60,training,6519.36,2024-07-01 00:31:15,
4500,60,salary,1904.5,2024-08-30 00:31:15,
4501,61,salary,2300.42,2010-10-15 00:31:15,
4502,61,annual bonus,6020.82,2010-12-15 00:31:15,
4503,61,salary,1585.95,2011-04-15 00:31:15,
4504,61,training,4753.35,2011-07-01 00:31:15,
4505,61,salary,1162.96,2011-07-15 00:31:15,
4506,61,salary,1677.3,2011-09-30 00:31:15,
4507,61,annual bonus,5466.11,2011-12-15 00:31:15,
4508,61,salary,1156.47,2011-12-30 00:31:15,
4509,61,salary,1048.09,2012-03-30 00:31:15,
4510,61,salary,1732.92,2012-06-15 00:31:15,
4511,61,training,4277.96,2012-07-01 00:31:15,
4512,61,salary,2444.49,2012-11-30 00:31:15,
4513,61,annual bonus,6164.96,2012-12-15 00:31:15,
4514,61,salary,1989.35,2013-02-15 00:31:15,
4515,61,salary,1086.18,2013-03-15 00:31:15,
4516,61,training,4687.3,2013-07-01 00:31:15,
4517,61,salary,2289.56,2013-08-30 00:31:15,
4518,61,salary,1235.55,2013-11-15 00:31:15,
4519,61,annual bonus,7681.73,2013-12-15 00:31:15,
4520,61,salary,1717.38,2014-05-30 00:31:15,
4521,61,training,7820.39,2014-07-01 00:31:15,
4522,61,salary,2298.55,2014-08-15 00:31:15,
4523,61,annual bonus,6028.18,2014-12-15 00:31:15,
4524,61,salary,1648.3,2015-01-30 00:31:15,
4525,61,salary,1712.17,2015-05-15 00:31:15,
4526,61,training,7756.62,2015-07-01 00:31:15,
4527,61,salary,1881.24,2015-10-30 00:31:15,
4528,61,annual bonus,8423.49,2015-12-15 00:31:15,
4529,61,salary,,2016-01-15 00:31:15,sick
4530,61,salary,1668.6,2016-04-15 00:31:15,
4531,61,training,6419.39,2016-07-01 00:31:15,
4532,61,salary,1370.26,2016-07-15 00:31:15,
4533,61,salary,1853.84,2016-09-30 00:31:15,
4534,61,annual bonus,7313.01,2016-12-15 00:31:15,
4535,61,salary,1058.63,2016-12-30 00:31:15,
4536,61,salary,1969.45,2017-06-30 00:31:15,
4537,61,training,5387.13,2017-07-01 00:31:15,
4538,61,salary,2263.96,2017-09-15 00:31:15,
4539,61,salary,1586.64,2017-12-15 00:31:15,
4540,61,annual bonus,9248.37,2017-12-15 00:31:15,
4541,61,salary,1622.58,2018-03-30 00:31:15,
4542,61,salary,1926.6,2018-06-15 00:31:15,
4543,61,training,5538.66,2018-07-01 00:31:15,
4544,61,salary,1988.62,2018-11-30 00:31:15,
4545,61,annual bonus,5477.58,2018-12-15 00:31:15,
4546,61,salary,,2019-02-15 00:31:15,sick
4547,61,salary,1410.66,2019-03-15 00:31:15,
4548,61,training,5167.56,2019-07-01 00:31:15,
4549,61,salary,2374.44,2019-08-30 00:31:15,
4550,61,salary,2083.61,2019-11-15 00:31:15,
4551,61,annual bonus,7466.94,2019-12-15 00:31:15,
4552,61,salary,2488.58,2020-05-15 00:31:15,
4553,61,training,7981.27,2020-07-01 00:31:15,
4554,61,salary,1114.8,2020-10-30 00:31:15,
4555,61,annual bonus,8831.93,2020-12-15 00:31:15,
4556,61,salary,1489.02,2021-01-15 00:31:15,
4557,61,salary,1379.15,2021-04-30 00:31:15,
4558,61,training,5848.67,2021-07-01 00:31:15,
4559,61,salary,1109.79,2021-07-30 00:31:15,
4560,61,salary,2124.6,2021-10-15 00:31:15,
4561,61,annual bonus,8729.04,2021-12-15 00:31:15,
4562,61,salary,2283.66,2022-04-15 00:31:15,
4563,61,training,4042.95,2022-07-01 00:31:15,
4564,61,salary,1172.02,2022-07-15 00:31:15,
4565,61,salary,1490.67,2022-09-30 00:31:15,
4566,61,annual bonus,7423.31,2022-12-15 00:31:15,
4567,61,salary,1102.36,2022-12-30 00:31:15,
4568,61,salary,1363.44,2023-06-30 00:31:15,
4569,61,training,4561.02,2023-07-01 00:31:15,
4570,61,salary,2230.64,2023-09-15 00:31:15,
4571,61,salary,,2023-12-15 00:31:15,sick
4572,61,annual bonus,5886.01,2023-12-15 00:31:15,
4573,61,salary,1186.23,2024-03-15 00:31:15,
4574,61,training,4673.81,2024-07-01 00:31:15,
4575,61,salary,,2024-08-30 00:31:15,leave
4576,62,salary,1230.24,2010-10-15 00:31:15,
4577,62,annual bonus,6083.15,2010-12-15 00:31:15,
4578,62,salary,1051.67,2011-04-15 00:31:15,
4579,62,training,4864.67,2011-07-01 00:31:15,
4580,62,salary,2045.11,2011-07-15 00:31:15,
4581,62,salary,2217.27,2011-09-30 00:31:15,
4582,62,annual bonus,8581.34,2011-12-15 00:31:15,
4583,62,salary,2345.51,2011-12-30 00:31:15,
4584,62,salary,1462.49,2012-03-30 00:31:15,
4585,62,salary,1007,2012-06-15 00:31:15,
4586,62,training,7068.46,2012-07-01 00:31:15,
4587,62,salary,2393.23,2012-11-30 00:31:15,
4588,62,annual bonus,6192.46,2012-12-15 00:31:15,
4589,62,salary,1137.08,2013-02-15 00:31:15,
4590,62,salary,2483.94,2013-03-15 00:31:15,
4591,62,training,4768.61,2013-07-01 00:31:15,
4592,62,salary,2003.42,2013-08-30 00:31:15,
4593,62,salary,2323.43,2013-11-15 00:31:15,
4594,62,annual bonus,9151.42,2013-12-15 00:31:15,
4595,62,salary,1251.82,2014-05-30 00:31:15,
4596,62,training,5662.72,2014-07-01 00:31:15,
4597,62,salary,1161.53,2014-08-15 00:31:15,
4598,62,annual bonus,7809.71,2014-12-15 00:31:15,
4599,62,salary,1284.32,2015-01-30 00:31:15,
4600,62,salary,1812.55,2015-05-15 00:31:15,
4601,62,training,4483.22,2015-07-01 00:31:15,
4602,62,salary,1320.67,2015-10-30 00:31:15,
4603,62,annual bonus,5867.93,2015-12-15 00:31:15,
4604,62,salary,1603.21,2016-01-15 00:31:15,
4605,62,salary,1583.78,2016-04-15 00:31:15,
4606,62,training,4264.07,2016-07-01 00:31:15,
4607,62,salary,2222.63,2016-07-15 00:31:15,
4608,62,salary,1553.47,2016-09-30 00:31:15,
4609,62,annual bonus,6092.59,2016-12-15 00:31:15,
4610,62,salary,1452.3,2016-12-30 00:31:15,
4611,62,salary,2474.65,2017-06-30 00:31:15,
4612,62,training,6144.73,2017-07-01 00:31:15,
4613,62,salary,2485.8,2017-09-15 00:31:15,
4614,62,salary,1257.19,2017-12-15 00:31:15,
4615,62,annual bonus,7998.74,2017-12-15 00:31:15,
4616,62,salary,2472.12,2018-03-30 00:31:15,
4617,62,salary,2016.85,2018-06-15 00:31:15,
4618,62,training,6774.88,2018-07-01 00:31:15,
4619,62,salary,1498.07,2018-11-30 00:31:15,
4620,62,annual bonus,9418.95,2018-12-15 00:31:15,
4621,62,salary,1476.95,2019-02-15 00:31:15,
4622,62,salary,1723.2,2019-03-15 00:31:15,
4623,62,training,6434.13,2019-07-01 00:31:15,
4624,62,salary,1877.56,2019-08-30 00:31:15,
4625,62,salary,1960.89,2019-11-15 00:31:15,
4626,62,annual bonus,7936.76,2019-12-15 00:31:15,
4627,62,salary,2482.57,2020-05-15 00:31:15,
4628,62,training,6465.39,2020-07-01 00:31:15,
4629,62,salary,2345.17,2020-10-30 00:31:15,
4630,62,annual bonus,8688.83,2020-12-15 00:31:15,
4631,62,salary,2135.87,2021-01-15 00:31:15,
4632,62,salary,1089.88,2021-04-30 00:31:15,
4633,62,training,5186.46,2021-07-01 00:31:15,
4634,62,salary,1227.51,2021-07-30 00:31:15,
4635,62,salary,1056.86,2021-10-15 00:31:15,
4636,62,annual bonus,7989.78,2021-12-15 00:31:15,
4637,62,salary,2418.81,2022-04-15 00:31:15,
4638,62,training,5314.76,2022-07-01 00:31:15,
4639,62,salary,1417.19,2022-07-15 00:31:15,
4640,62,salary,2140.74,2022-09-30 00:31:15,
4641,62,annual bonus,9886.86,2022-12-15 00:31:15,
4642,62,salary,1972.07,2022-12-30 00:31:15,
4643,62,salary,1035.54,2023-06-30 00:31:15,
4644,62,training,5325.08,2023-07-01 00:31:15,
4645,62,salary,1363.37,2023-09-15 00:31:15,
4646,62,salary,2359.95,2023-12-15 00:31:15,
4647,62,annual bonus,6241.44,2023-12-15 00:31:15,
4648,62,salary,2031.02,2024-03-15 00:31:15,
4649,62,training,6432.25,2024-07-01 00:31:15,
4650,62,salary,1572.23,2024-08-30 00:31:15,
4651,63,salary,,2010-10-15 00:31:15,leave
4652,63,annual bonus,5349.85,2010-12-15 00:31:15,
4653,63,salary,1288.7,2011-04-15 00:31:15,
4654,63,training,4566.13,2011-07-01 00:31:15,
4655,63,salary,1306.33,2011-07-15 00:31:15,
4656,63,salary,1888.95,2011-09-30 00:31:15,
4657,63,annual bonus,9658.13,2011-12-15 00:31:15,
4658,63,salary,1354.47,2011-12-30 00:31:15,
4659,63,salary,2087.48,2012-03-30 00:31:15,
4660,63,salary,2082.51,2012-06-15 00:31:15,
4661,63,training,4705.74,2012-07-01 00:31:15,
4662,63,salary,1373.45,2012-11-30 00:31:15,
4663,63,annual bonus,7240.91,2012-12-15 00:31:15,
4664,63,salary,1953.41,2013-02-15 00:31:15,
4665,63,salary,2171.93,2013-03-15 00:31:15,
4666,63,training,7890.22,2013-07-01 00:31:15,
4667,63,salary,1597.37,2013-08-30 00:31:15,
4668,63,salary,1662.06,2013-11-15 00:31:15,
4669,63,annual bonus,8673.91,2013-12-15 00:31:15,
4670,63,salary,2140.49,2014-05-30 00:31:15,
4671,63,training,7174.23,2014-07-01 00:31:15,
4672,63,salary,1029.72,2014-08-15 00:31:15,
4673,63,annual bonus,9269.36,2014-12-15 00:31:15,
4674,63,salary,2138.29,2015-01-30 00:31:15,
4675,63,salary,1892.78,2015-05-15 00:31:15,
4676,63,training,6906.59,2015-07-01 00:31:15,
4677,63,salary,1385.94,2015-10-30 00:31:15,
4678,63,annual bonus,7267.56,2015-12-15 00:31:15,
4679,63,salary,1562.72,2016-01-15 00:31:15,
4680,63,salary,1107.91,2016-04-15 00:31:15,
4681,63,training,5877.03,2016-07-01 00:31:15,
4682,63,salary,1232.09,2016-07-15 00:31:15,
4683,63,salary,1019.25,2016-09-30 00:31:15,
4684,63,annual bonus,8626,2016-12-15 00:31:15,
4685,63,salary,1737.18,2016-12-30 00:31:15,
4686,63,salary,2410.43,2017-06-30 00:31:15,
4687,63,training,5492.58,2017-07-01 00:31:15,
4688,63,salary,1734.33,2017-09-15 00:31:15,
4689,63,salary,1882.46,2017-12-15 00:31:15,
4690,63,annual bonus,5194.1,2017-12-15 00:31:15,
4691,63,salary,2382.4,2018-03-30 00:31:15,
4692,63,salary,1848.41,2018-06-15 00:31:15,
4693,63,training,5745.19,2018-07-01 00:31:15,
4694,63,salary,1382.89,2018-11-30 00:31:15,
4695,63,annual bonus,8610.5,2018-12-15 00:31:15,
4696,63,salary,1764.41,2019-02-15 00:31:15,
4697,63,salary,2032.73,2019-03-15 00:31:15,
4698,63,training,6603.63,2019-07-01 00:31:15,
4699,63,salary,2389.78,2019-08-30 00:31:15,
4700,63,salary,,2019-11-15 00:31:15,leave
4701,63,annual bonus,8154.13,2019-12-15 00:31:15,
4702,63,salary,2014.64,2020-05-15 00:31:15,
4703,63,training,6581.33,2020-07-01 00:31:15,
4704,63,salary,1392,2020-10-30 00:31:15,
4705,63,annual bonus,8404.65,2020-12-15 00:31:15,
4706,63,salary,1381.43,2021-01-15 00:31:15,
4707,63,salary,2427.67,2021-04-30 00:31:15,
4708,63,training,4049.35,2021-07-01 00:31:15,
4709,63,salary,2156.46,2021-07-30 00:31:15,
4710,63,salary,2375.32,2021-10-15 00:31:15,
4711,63,annual bonus,7930.22,2021-12-15 00:31:15,
4712,63,salary,2351.49,2022-04-15 00:31:15,
4713,63,training,4755.29,2022-07-01 00:31:15,
4714,63,salary,1634.42,2022-07-15 00:31:15,
4715,63,salary,1379.31,2022-09-30 00:31:15,
4716,63,annual bonus,9837.45,2022-12-15 00:31:15,
4717,63,salary,1987.73,2022-12-30 00:31:15,
4718,63,salary,1461.97,2023-06-30 00:31:15,
4719,63,training,7505.6,2023-07-01 00:31:15,
4720,63,salary,2091.48,2023-09-15 00:31:15,
4721,63,salary,1954.27,2023-12-15 00:31:15,
4722,63,annual bonus,6721.62,2023-12-15 00:31:15,
4723,63,salary,1214.07,2024-03-15 00:31:15,
4724,63,training,7720.07,2024-07-01 00:31:15,
4725,63,salary,1596.96,2024-08-30 00:31:15,
4726,64,salary,2480.54,2010-10-15 00:31:15,
4727,64,annual bonus,5007.89,2010-12-15 00:31:15,
4728,64,salary,1104.76,2011-04-15 00:31:15,
4729,64,training,6099.85,2011-07-01 00:31:15,
4730,64,salary,1981.78,2011-07-15 00:31:15,
4731,64,salary,1255.95,2011-09-30 00:31:15,
4732,64,annual bonus,8519.53,2011-12-15 00:31:15,
4733,64,salary,1297.03,2011-12-30 00:31:15,
4734,64,salary,2422.72,2012-03-30 00:31:15,
4735,64,salary,2221.56,2012-06-15 00:31:15,
4736,64,training,4235.93,2012-07-01 00:31:15,
4737,64,salary,1274.09,2012-11-30 00:31:15,
4738,64,annual bonus,6296.5,2012-12-15 00:31:15,
4739,64,salary,2353.41,2013-02-15 00:31:15,
4740,64,salary,1940.26,2013-03-15 00:31:15,
4741,64,training,7473.45,2013-07-01 00:31:15,
4742,64,salary,1249.19,2013-08-30 00:31:15,
4743,64,salary,1566.59,2013-11-15 00:31:15,
4744,64,annual bonus,6710.42,2013-12-15 00:31:15,
4745,64,salary,1878.47,2014-05-30 00:31:15,
4746,64,training,6691.22,2014-07-01 00:31:15,
4747,64,salary,1151.21,2014-08-15 00:31:15,
4748,64,annual bonus,8758.24,2014-12-15 00:31:15,
4749,64,salary,1010.84,2015-01-30 00:31:15,
4750,64,salary,2481.43,2015-05-15 00:31:15,
4751,64,training,6089.34,2015-07-01 00:31:15,
4752,64,salary,1010.89,2015-10-30 00:31:15,
4753,64,annual bonus,9933.5,2015-12-15 00:31:15,
4754,64,salary,2142.05,2016-01-15 00:31:15,
4755,64,salary,1709.85,2016-04-15 00:31:15,
4756,64,training,5717.81,2016-07-01 00:31:15,
4757,64,salary,1556.18,2016-07-15 00:31:15,
4758,64,salary,2499.17,2016-09-30 00:31:15,
4759,64,annual bonus,9704.01,2016-12-15 00:31:15,
4760,64,salary,1997.62,2016-12-30 00:31:15,
4761,64,salary,1085.86,2017-06-30 00:31:15,
4762,64,training,5321.02,2017-07-01 00:31:15,
4763,64,salary,1150.27,2017-09-15 00:31:15,
4764,64,salary,2047.46,2017-12-15 00:31:15,
4765,64,annual bonus,9438.96,2017-12-15 00:31:15,
4766,64,salary,1208.29,2018-03-30 00:31:15,
4767,64,salary,2303.51,2018-06-15 00:31:15,
4768,64,training,6797.06,2018-07-01 00:31:15,
4769,64,salary,2222.58,2018-11-30 00:31:15,
4770,64,annual bonus,8091.14,2018-12-15 00:31:15,
4771,64,salary,1988.31,2019-02-15 00:31:15,
4772,64,salary,1619.69,2019-03-15 00:31:15,
4773,64,training,7944.73,2019-07-01 00:31:15,
4774,64,salary,2436.32,2019-08-30 00:31:15,
4775,64,salary,1024.95,2019-11-15 00:31:15,
4776,64,annual bonus,5228.73,2019-12-15 00:31:15,
4777,64,salary,2211.34,2020-05-15 00:31:15,
4778,64,training,5777.22,2020-07-01 00:31:15,
4779,64,salary,1910.14,2020-10-30 00:31:15,
4780,64,annual bonus,8062.35,2020-12-15 00:31:15,
4781,64,salary,1122.05,2021-01-15 00:31:15,
4782,64,salary,2397.23,2021-04-30 00:31:15,
4783,64,training,7947.49,2021-07-01 00:31:15,
4784,64,salary,2285.65,2021-07-30 00:31:15,
4785,64,salary,2101.42,2021-10-15 00:31:15,
4786,64,annual bonus,5975.19,2021-12-15 00:31:15,
4787,64,salary,1214.74,2022-04-15 00:31:15,
4788,64,training,6287.57,2022-07-01 00:31:15,
4789,64,salary,2285.2,2022-07-15 00:31:15,
4790,64,salary,1191.79,2022-09-30 00:31:15,
4791,64,annual bonus,6506.44,2022-12-15 00:31:15,
4792,64,salary,2009.59,2022-12-30 00:31:15,
4793,64,salary,2312.18,2023-06-30 00:31:15,
4794,64,training,5785.15,2023-07-01 00:31:15,
4795,64,salary,1173.52,2023-09-15 00:31:15,
4796,64,salary,1361.35,2023-12-15 00:31:15,
4797,64,annual bonus,8765.51,2023-12-15 00:31:15,
4798,64,salary,1989.62,2024-03-15 00:31:15,
4799,64,training,5739.57,2024-07-01 00:31:15,
4800,64,salary,2073.65,2024-08-30 00:31:15,
4801,65,salary,2393.45,2010-10-15 00:31:15,
4802,65,annual bonus,8830.78,2010-12-15 00:31:15,
4803,65,salary,1330.56,2011-04-15 00:31:15,
4804,65,training,5905.21,2011-07-01 00:31:15,
4805,65,salary,2346.27,2011-07-15 00:31:15,
4806,65,salary,1203.63,2011-09-30 00:31:15,
4807,65,annual bonus,8626.35,2011-12-15 00:31:15,
4808,65,salary,1135.66,2011-12-30 00:31:15,
4809,65,salary,2307.91,2012-03-30 00:31:15,
4810,65,salary,2149.51,2012-06-15 00:31:15,
4811,65,training,6575.95,2012-07-01 00:31:15,
4812,65,salary,1565.52,2012-11-30 00:31:15,
4813,65,annual bonus,8679.28,2012-12-15 00:31:15,
4814,65,salary,1572.48,2013-02-15 00:31:15,
4815,65,salary,1842.85,2013-03-15 00:31:15,
4816,65,training,7233.79,2013-07-01 00:31:15,
4817,65,salary,1335.33,2013-08-30 00:31:15,
4818,65,salary,1131.52,2013-11-15 00:31:15,
4819,65,annual bonus,8702.17,2013-12-15 00:31:15,
4820,65,salary,2405.82,2014-05-30 00:31:15,
4821,65,training,4464.42,2014-07-01 00:31:15,
4822,65,salary,1551.61,2014-08-15 00:31:15,
4823,65,annual bonus,9769.39,2014-12-15 00:31:15,
4824,65,salary,,2015-01-30 00:31:15,sick
4825,65,salary,1885.09,2015-05-15 00:31:15,
4826,65,training,5552.58,2015-07-01 00:31:15,
4827,65,salary,1635.55,2015-10-30 00:31:15,
4828,65,annual bonus,8986.79,2015-12-15 00:31:15,
4829,65,salary,2400.89,2016-01-15 00:31:15,
4830,65,salary,1995.61,2016-04-15 00:31:15,
4831,65,training,4426.34,2016-07-01 00:31:15,
4832,65,salary,1013.78,2016-07-15 00:31:15,
4833,65,salary,1473.89,2016-09-30 00:31:15,
4834,65,annual bonus,6483.82,2016-12-15 00:31:15,
4835,65,salary,1328.36,2016-12-30 00:31:15,
4836,65,salary,1221.14,2017-06-30 00:31:15,
4837,65,training,6988.24,2017-07-01 00:31:15,
4838,65,salary,2273.69,2017-09-15 00:31:15,
4839,65,salary,1051.52,2017-12-15 00:31:15,
